word,phonetic,pos,meaning,example,example_trans,image_url
ballet,ˈbæleɪ,n.,n. 芭蕾舞；芭蕾舞剧；芭蕾舞团,,,
ballot,ˈbælət,n.,n. 选票；投票；表决；v. 对...进行投票；由...投票表决,,,
band,bænd,n.,n. 乐队；乐团；带子；箍；条；环；频带；波段；群；帮；团伙；v. 用带子绑扎；集结,,,
bandage,ˈbændɪdʒ,n.,n. 绷带，包扎用的布条；v. 用绷带包扎,,,
bang,bæŋ,n.,n. 砰的一声；爆炸声；猛击；v. 砰地撞击；猛击；发出爆炸声；adv. 突然地；正好；恰恰；adj. 突然的；猛烈的,,,
bankrupt,ˈbæŋkrʌpt,adj.,adj. 破产的，倒闭的；（在某方面）贫乏的，缺乏的；v. 使破产，使倒闭,,,
banner,ˈbænə(r),n.,n. 横幅，旗帜；标语，口号；头条新闻；广告横幅,,,
banquet,ˈbæŋkwɪt,n.,n. 宴会，盛宴；v. 宴请，设宴款待,,,
barbecue,ˈbɑːbɪkjuː,n.,n. 烧烤；烤肉；烧烤架；烤肉架；v. 烧烤；烤制,,,
bark,bɑːk,n.,n. 树皮；犬吠声；v. （狗）吠叫；厉声说,,,
barn,bɑːn,n.,n. 谷仓，畜棚,,,
barrel,ˈbærəl,n.,n. 桶，圆桶；枪管，炮管；一桶（的量）；v. 快速移动，飞驰,,,
barren,ˈbærən,adj.,adj. 贫瘠的，不毛的；不孕的，不育的；贫乏的，无价值的；空洞的，无结果的,,,
barrier,ˈbæriə(r),n.,n. 障碍物，屏障；障碍，阻碍,,,
camel,ˈkæml,n.,n. 骆驼,,,
camp,kæmp,n.,n. 营地；露营；v. 露营；宿营；adj. 做作的；夸张的；娘娘腔的,,,
campus,ˈkæmpəs,n.,n. （大学、学院的）校园,,,
can,kæn,aux.,aux. 能；会；可以；n. 罐头；金属容器；v. 把…装罐；保存,,,
cancel,ˈkæns(ə)l,v.,v. 取消，撤销；抵消，冲销,,,
cancer,ˈkænsə(r),n.,n. 癌症；巨蟹座,,,
cape,keɪp,n.,n. 斗篷，披风；岬，海角,,,
captain,ˈkæptɪn,n.,n. 船长，机长；（运动队的）队长；（军队的）上尉；v. 担任...的队长，率领,,,
carbohydrate,ˌkɑːbəʊˈhaɪdreɪt,n.,n. 碳水化合物,,,
carbon,ˈkɑːbən,n.,n. 碳；碳元素；碳原子；复写纸；碳纸,,,
cardinal,ˈkɑːdɪnəl,adj.,adj. 主要的，基本的；深红色的；n. 红衣主教；基数；北美红雀,,,
cargo,ˈkɑːɡəʊ,n.,n. 货物，船货,,,
carriage,ˈkærɪdʒ,n.,n. 马车，四轮马车；（火车的）车厢；运输，搬运；姿态，举止；婴儿车,,,
carrier,ˈkæriə(r),n.,n. 搬运工，运输工；载体，运输工具；运输公司；电信运营商；疾病携带者；航空母舰,,,
carry,ˈkæri,v.,v. 搬运，携带；传播，传送；支撑，承载；刊登，播出；携带（疾病）；导致，引起；n. 携带，运送,,,
carrot,ˈkærət,n.,n. 胡萝卜；胡萝卜色；诱惑，奖励,,,
carve,kɑːv,v.,v. 雕刻，刻；切开，切；开创，开辟,,,
eccentric,ɪkˈsentrɪk,adj.,adj. 古怪的，反常的，异乎寻常的；偏心的，偏离中心的；n. 古怪的人，怪人,,,
echo,ˈekəʊ,n.,n. 回声，回响；重复，模仿；v. 发出回声，回响；重复，模仿；附和，赞同,,,
ecology,ɪˈkɒlədʒi,n.,n. 生态学；生态；生态系统,,,
edge,edʒ,n.,n. 边缘；边；刀刃；优势；有利条件；v. 缓慢移动；谨慎前进,,,
faint,feɪnt,adj.,adj. 微弱的，模糊的；虚弱的，头晕目眩的；v. 昏厥，晕倒；n. 昏厥，晕倒,,,
faith,feɪθ,n.,n. 信任，信心；信仰，宗教信仰；忠诚，忠实；诚意，诚实,,,
faithful,ˈfeɪθfl,adj.,adj. 忠诚的，忠实的；准确的，精确的；可靠的，尽职的,,,
gentle,ˈdʒentl,adj.,adj. 温和的，轻柔的；文雅的，有教养的；出身名门的，贵族的,,,
gently,ˈdʒentli,adv.,adv. 温和地，轻轻地；和缓地，缓慢地；文雅地，优雅地,,,
genuine,ˈdʒenjuɪn,adj.,adj. 真正的，非伪造的；真诚的，诚实的,,,
geography,dʒiˈɒɡrəfi,n.,n. 地理学；地理；地理特征；地形,,,
geology,dʒiˈɒlədʒi,n.,n. 地质学；地质情况，地质构造,,,
geometry,dʒiˈɒmətri,n.,n. 几何学；几何形状，几何结构,,,
germ,dʒɜːm,n.,n. 细菌，病菌；胚芽，萌芽；起源，开端,,,
gesture,ˈdʒestʃə(r),n.,n. 手势，姿势；表示，示意；v. 做手势，用动作示意,,,
ghost,ɡəʊst,n.,n. 鬼魂，幽灵；幽灵般的东西，隐约的影子；v. 悄悄地移动，飘忽地行进；为...作影子写手,,,
majesty,ˈmædʒəsti,n.,n. 威严，庄严；雄伟，壮丽；(用作国王或女王的称呼)陛下,,,
male,meɪl,adj.,adj. 雄性的，男性的；n. 雄性动物，男子,,,
malignant,məˈlɪɡnənt,adj.,adj. 恶性的，致命的（尤指肿瘤）；恶毒的，怀恨的,,,
passage,ˈpæsɪdʒ,n.,n. 通道，走廊；通行，通过；段落，文章片段；旅程，行程；经过，流逝（时间）；（法律）通过，批准,,,
passerby,ˈpɑːsəbaɪ,n.,n. 路人，过路人,,,
passport,ˈpɑːspɔːt,n.,n. 护照；通行证；许可证,,,
paste,peɪst,n.,n. 糊状物，浆糊；面团；v. 粘贴，贴上；拷贝并粘贴（计算机用语）,,,
pastime,ˈpɑːstaɪm,n.,n. 消遣，娱乐,,,
pat,pæt,v.,v. 轻拍，轻拍；n. 轻拍，轻打；adv. 恰好地，适当地,,,
path,pɑːθ,n.,n. 小路，小径；道路，路径；途径，方法；人生道路，职业生涯,,,
pathetic,pəˈθetɪk,adj.,adj. 可怜的，令人同情的；可悲的，令人遗憾的；糟糕的，差劲的,,,
patience,ˈpeɪʃns,n.,n. 耐心，忍耐力；耐性，毅力；耐心等待；（纸牌）耐心,,,
patriotic,ˌpætriˈɒtɪk,adj.,adj. 爱国的，有爱国心的,,,
patrol,pəˈtrəʊl,n.,n. 巡逻，巡查；巡逻队；v. 巡逻，巡查,,,
patron,ˈpeɪtrən,n.,n. 顾客，常客；赞助人，资助者；保护人，守护神,,,
pause,pɔːz,n.,n. 暂停，停顿；v. 暂停，停顿,,,
pave,peɪv,v.,v. 铺设（路面）；为...铺平道路；铺砌；装饰；为...做准备,,,
pavement,ˈpeɪvmənt,n.,n. 人行道，路面；铺砌面，路面铺设材料,,,
dance,dɑːns,n.,n. 舞蹈，跳舞；舞会，舞曲；v. 跳舞，跳动；使跳跃，使摆动,,,
dash,dæʃ,n.,n. 少量，微量；短跑，冲刺；破折号；猛冲，飞奔；气魄，勇气；v. 猛冲，飞奔；泼，溅；破坏，毁掉,,,
daunting,ˈdɔːntɪŋ,adj.,adj. 令人生畏的，使人气馁的，令人望而却步的,,,
dawn,dɔːn,n.,n. 黎明，拂晓；开始，萌芽；v. 破晓，开始出现；开始意识到，逐渐明白,,,
daily,ˈdeɪli,adj.,adj. 每日的，日常的；adv. 每天，日常地；n. 日报,,,
daylight,ˈdeɪlaɪt,n.,n. 日光，白天；黎明，拂晓；公开，明朗,,,
gallery,ˈɡæləri,n.,n. 画廊，美术馆；走廊，长廊；旁听席，观众席；楼座；摄影展览室；记者席,,,
galaxy,ˈɡæləksi,n.,n. 星系，银河系；一群（杰出或著名的人物）；一系列（美好的事物）,,,
peel,piːl,n.,n. 皮，外皮（尤指水果或蔬菜的）；v. 剥皮，削皮；脱落，剥落,,,
peep,piːp,v.,v. 偷看，窥视；发出吱吱声；n. 一瞥，偷看；吱吱声,,,
penalty,ˈpen.əl.ti,n.,n. 惩罚，处罚；罚款，罚金；（体育比赛中的）点球，罚球；不利因素，障碍,,,
penetrate,ˈpenɪtreɪt,v.,v. 穿过，刺入；渗透，渗入；洞察，看透；进入，打入（市场、组织等）,,,
peninsula,pəˈnɪnsjələ,n.,n. 半岛,,,
penny,ˈpeni,n.,n. 便士（英国货币单位，1/100 英镑）；美分（美国货币单位，1/100 美元）；一小笔钱；少量；很少的钱,,,
pension,ˈpenʃn,n.,n. 退休金，养老金；v. 发给...退休金,,,
people,ˈpiːpl,n.,n. 人，人们；民族，种族；v. 居住于，充满,,,
perfume,ˈpɜːfjuːm,n.,n. 香水，香料；v. 使充满芳香，洒香水于,,,
permanent,ˈpɜːmənənt,adj.,adj. 永久的，永恒的；长期的，持久的；不变的，固定的；永不褪色的,,,
permeate,ˈpɜːmieɪt,v.,v. 渗透，弥漫，遍及,,,
permission,pəˈmɪʃn,n.,n. 许可，准许；批准，许可证,,,
permit,pəˈmɪt,v.,v. 允许，准许；使有可能，使能够；n. 许可证，执照,,,
quantify,ˈkwɒntɪfaɪ,v.,v. 量化，定量；表述数量,,,
quantitative,ˈkwɒntɪtətɪv,adj.,adj. 定量的，数量的；可以计量的,,,
quantity,ˈkwɒntəti,n.,n. 数量，量；大量，大批,,,
race,reɪs,n.,n. 种族，人种；赛跑，比赛；竞争，竞赛；v. 赛跑，竞速；迅速移动；使急速运转；争分夺秒,,,
racial,ˈreɪʃl,adj.,adj. 种族的，人种的；基于种族的，与种族有关的,,,
rack,ræk,n.,n. 架子，搁架；行李架；痛苦，折磨；v. 使痛苦，折磨；把...放在架子上,,,
racket,ˈrækɪt,n.,n. 球拍；喧闹，吵闹声；非法的赚钱勾当，诈骗；v. 喧哗，发出刺耳的声音,,,
radio,ˈreɪdiəʊ,n.,n. 收音机；无线电；v. 用无线电发送,,,
radioactive,ˌreɪdiəʊˈæktɪv,adj.,adj. 放射性的，有辐射的；由放射性物质引起的,,,
radius,ˈreɪdiəs,n.,n. 半径；半径范围；桡骨；辐射体；辐射区,,,
rag,ræɡ,n.,n. 破布，抹布；报纸（非正式用法）；v. 戏弄，开玩笑,,,
rage,reɪdʒ,n.,n. 愤怒，狂怒；狂暴，盛怒；v. 发怒，大怒；猛烈地继续，肆虐,,,
raid,reɪd,n.,n. 突袭，袭击；（警察的）突击搜查；v. 突袭，袭击；突然搜查，突击检查,,,
semester,sɪˈmestə(r),n.,n. 学期（尤指大学的学期）,,,
semiconductor,ˌsemikənˈdʌktə(r),n.,n. 半导体,,,
seminar,ˈsemɪnɑː(r),n.,n. 研讨会，讨论会；（大学的）专题讨论课,,,
senate,ˈsenət,n.,n. 参议院；上议院,,,
senator,ˈsenətə(r),n.,n. 参议员；（古罗马的）元老,,,
sentence,ˈsentəns,n.,n. 句子；判决，宣判；v. 判决，宣判,,,
sentiment,ˈsentɪmənt,n.,n. 感情，情感；观点，看法；情绪,,,
session,ˈseʃn,n.,n. 会议，会期；(课程、治疗等的)一段时间，一节；(法庭、议会等的)开庭期，会期,,,
sew,səʊ,v.,v. 缝纫，缝制,,,
shine,ʃaɪn,v.,v. 发光，发亮；照耀；擦亮；表现突出，擅长；n. 光泽，光彩；擦亮,,,
shipment,ˈʃɪpmənt,n.,n. 装运，运输；一批装运的货物,,,
shiver,ˈʃɪvə(r),v.,v. 发抖，颤抖；n. 颤抖，哆嗦,,,
shock,ʃɒk,n.,n. 震惊，惊愕；冲击，震动；休克；电击；v. 使震惊，使惊愕；使触电；使不适，使反感,,,
shoot,ʃuːt,v.,v. 射击，开枪；射门，投篮；拍摄（照片或电影）；迅速移动；射出，喷射；(植物)发芽，抽枝；突然上升；快速增长；n. 嫩枝，新芽；拍摄，摄影；int. 表示惊讶或懊恼,,,
shot,ʃɒt,n.,n. 射击；枪声；射门；投篮；尝试；机会；注射；针剂；镜头；拍摄；adj. 射击的；注射的；v. 射击；拍摄（shoot的过去式和过去分词）,,,
shortage,ˈʃɔːtɪdʒ,n.,n. 缺乏，不足，短缺,,,
shortcoming,ˈʃɔːtkʌmɪŋ,n.,n. 缺点，短处，不足之处,,,
shorthand,ˈʃɔːthænd,n.,n. 速记法；简写，缩写；简称；adj. 速记的；简略的,,,
shove,ʃʌv,v.,v. 推，挤；粗鲁地塞进，硬塞；n. 猛推，猛挤,,,
temple,ˈtempl,n.,n. 寺庙，神殿；太阳穴,,,
tempo,ˈtempəʊ,n.,n. 节奏，拍子；速度，进度,,,
tenant,ˈtenənt,n.,n. 租户，房客；佃农，承租人,,,
tender,ˈtendə(r),adj.,adj. 温柔的，柔软的，脆弱的；嫩的，易碎的，敏感的；n. 投标，投标书；v. 提交，提供，投标,,,
tense,tens,adj.,adj. 紧张的，焦虑的；绷紧的，拉紧的；n. 时态；v. 使紧张，使绷紧,,,
tension,ˈtenʃn,n.,n. 紧张，焦虑；紧张状态，紧张关系；张力，拉力；矛盾，冲突；紧张局势,,,
then,ðen,adv.,adv. 那时，当时；然后，接着；那样，因此；adj. 当时的，那时的；conj. 那么，因此,,,
thereafter,ðeərˈɑːftə(r),adv.,adv. 此后，之后,,,
thereby,ðeəˈbaɪ,adv.,adv. 因此，从而，由此,,,
therefore,ˈðeəfɔː(r),adv.,adv. 因此，所以；由此,,,
vest,vest,n.,n. 背心，马甲；v. 授予（权力、财产等）；赋予（责任、权力等）,,,
veteran,ˈvetərən,n.,n. 退伍军人，老兵；经验丰富的人，老手；adj. 经验丰富的，老练的,,,
veto,ˈviːtəʊ,n.,n. 否决权；v. 否决，拒绝,,,
walk,wɔːk,v.,v. 步行，走路；陪...散步；遛（狗等）；n. 步行，散步；步态，走路方式,,,
ward,wɔːd,n.,n. 病房；监护；保护；受监护人；被监护人；行政区；v. 保护，守卫,,,
wardrobe,ˈwɔːdrəʊb,n.,n. 衣柜，衣橱；全部衣物，服装；（剧院或电视台的）服装部，戏装部,,,
warehouse,ˈweəhaʊs,n.,n. 仓库，货栈；v. 存放，仓储,,,
warfare,ˈwɔːfeə(r),n.,n. 战争，战争状态；战争行为，战争方式；斗争，冲突,,,
warmth,wɔːmθ,n.,n. 温暖，暖和；热情，热心；温馨，亲切,,,
warn,wɔːn,v.,v. 警告，提醒；预先通知,,,
warrant,ˈwɒrənt,n.,n. 授权令，许可证；正当理由，依据；v. 保证，担保；使有必要，使正当,,,
warranty,ˈwɒrənti,n.,n. 保证，保修,,,
aerial,ˈeəriəl,adj.,adj. 空中的，航空的；空气的，大气的；n. 天线,,,
affluent,ˈæfluənt,adj.,adj. 富裕的，富足的；丰富的，充裕的,,,
afterward,ˈɑːftəwəd,adv.,adv. 之后，后来,,,
afterwards,ˈɑːftəwədz,adv.,adv. 之后，后来,,,
against,əˈɡenst,prep.,prep. 反对，违反；靠着，倚着；与...相比；防备，预防；对照，衬托；逆；以...为背景,,,
age,eɪdʒ,n.,n. 年龄；时代，时期；长时间；v. （使）变老，（使）成熟,,,
coach,kəʊtʃ,n.,n. 教练；长途公共汽车；马车，大型客车；v. 指导；训练；辅导,,,
coalition,ˌkəʊəˈlɪʃn,n.,n. 联盟，联合；结合，联合体,,,
coarse,kɔːs,adj.,adj. 粗糙的，粗糙不平的；粗俗的，粗鲁的；粗劣的，劣质的,,,
cognitive,ˈkɒɡnətɪv,adj.,adj. 认知的，认识的，认知能力的,,,
inject,ɪnˈdʒekt,v.,v. 注射，注入；注入（资金、活力等）；插入，引入（话题等）,,,
injure,ˈɪndʒə(r),v.,v. 伤害，损害（身体）；损害（名誉、感情等）,,,
injury,ˈɪndʒəri,n.,n. 伤害，损害；创伤，受伤；侵害，侮辱,,,
ink,ɪŋk,n.,n. 墨水，油墨；v. 签署，签字,,,
inland,ˈɪnlənd,adj.,adj. 内陆的，国内的；adv. 在内陆，向内陆；n. 内陆，内地,,,
blank,blæŋk,adj.,adj. 空白的；空的；无表情的；n. 空白；空白处；v. 使变空白；使成空白,,,
blanket,ˈblæŋkɪt,n.,n. 毯子，毛毯；adj. 总括的，全面的；v. 覆盖，笼罩,,,
light,laɪt,n.,n. 光；光线；灯；adj. 轻的；浅色的；明亮的；v. 点亮；照亮；adv. 轻地；轻松地,,,
lightning,ˈlaɪtnɪŋ,n.,n. 闪电；adj. 闪电般的，极快的,,,
naked,ˈneɪkɪd,adj.,adj. 裸体的，赤裸的；无遮蔽的，暴露的；赤裸裸的，明显的；单纯的，纯粹的,,,
nail,neɪl,n.,n. 指甲；钉子；v. 钉住；抓住，逮住,,,
naive,naɪˈiːv,adj.,adj. 天真的，幼稚的；缺乏经验的，轻信的,,,
namely,ˈneɪmli,adv.,adv. 也就是说，即,,,
nap,næp,n.,n. 小睡，打盹；v. 小睡，打盹,,,
naughty,ˈnɔːti,adj.,adj. 调皮的，顽皮的；不听话的，淘气的,,,
keen,kiːn,adj.,adj. 热心的，渴望的；敏锐的，灵敏的；锋利的，尖锐的；强烈的，激烈的,,,
keyboard,ˈkiːbɔːd,n.,n. 键盘；电子琴,,,
labor,ˈleɪbə,n.,n. 劳动，工作；劳工，工人；分娩，产程；劳工部门；v. 劳动，苦干；努力完成，费力做；艰难行进,,,
labour,ˈleɪbə(r),n.,n. 劳动，工作；劳工，劳动力；分娩，生产；工党（英国）；v. 劳动，苦干；努力克服，忍受,,,
lace,leɪs,n.,n. 花边，蕾丝；鞋带；v. 用带子系紧；给...加花边；掺入，添加,,,
lack,læk,n.,n. 缺乏，不足，短缺；v. 缺乏，不足，没有,,,
lad,læd,n.,n. 男孩，小伙子；伙计，家伙（非正式用法）,,,
lamb,læm,n.,n. 羊羔，小羊；羔羊肉；v. 产羊羔,,,
lame,leɪm,adj.,adj. 跛的，瘸的；无说服力的，站不住脚的；无趣的，蹩脚的；v. 使跛行，使残废,,,
machine,məˈʃiːn,n.,n. 机器，机械；机构，组织；v. 用机器制造,,,
machinery,məˈʃiːnəri,n.,n. 机器，机械装置；体制，机构；运作方式，途径,,,
mad,mæd,adj.,adj. 生气的，恼火的；疯狂的，发狂的；狂热的，痴迷的；疯狂的，不理智的,,,
madam,ˈmædəm,n.,n. 女士，夫人（对成年女性的尊称）；女老板，女主管,,,
magic,ˈmædʒɪk,n.,n. 魔法；魔术；巫术；adj. 魔法的；不可思议的；有魔力的；v. 用魔法变出；用魔术般的手法移动,,,
magistrate,ˈmædʒɪstreɪt,n.,n. 地方法官，治安官,,,
magnet,ˈmæɡnət,n.,n. 磁铁，磁石；有吸引力的人或物,,,
magnetic,mæɡˈnetɪk,adj.,adj. 有磁性的，磁的；有吸引力的，有魅力的；磁性的，磁力的,,,
maiden,ˈmeɪdn,n.,n. 少女，未婚女子；adj. 首次的，初次的；未婚的，处女的,,,
main,meɪn,adj.,adj. 主要的，最重要的；主干的，主线的；n. 主要部分，要点；（自来水、煤气等的）主管道,,,
mainland,ˈmeɪnlənd,n.,n. 大陆，陆地；adj. 大陆的，内地的,,,
oar,ɔː(r),n.,n. 桨，橹；v. 用桨划（船）,,,
oath,əʊθ,n.,n. 誓言，誓约；宣誓，誓词,,,
obedience,əˈbiːdiəns,n.,n. 顺从，服从；遵守，遵从（规则、法律等）,,,
obedient,əˈbiːdiənt,adj.,adj. 顺从的，服从的；听话的，驯服的,,,
obey,əˈbeɪ,v.,v. 服从，遵守；遵循，遵守（规律、原则等）,,,
obesity,əʊˈbiːsəti,n.,n. 肥胖，肥胖症,,,
pack,pæk,n.,n. 一包，一捆；一群，一帮；背包；v. 打包，装箱；塞满，挤满；包装,,,
package,ˈpækɪdʒ,n.,n. 包裹，小包；一套，一组；包装，包装材料；一揽子交易，整套方案；v. 包装，把...包装起来,,,
pact,pækt,n.,n. 协定，条约，公约,,,
pad,pæd,n.,n. 垫子，衬垫；便笺簿，记事本；v. 填充，加垫,,,
paddle,ˈpædl,n.,n. 桨，划桨；v. 用桨划（船）；涉水，蹚水,,,
pain,peɪn,n.,n. 痛苦，疼痛；烦恼，麻烦；v. 使痛苦，使苦恼,,,
painful,ˈpeɪnfl,adj.,adj. 引起疼痛的，疼痛的；令人不快的，痛苦的,,,
paint,peɪnt,n.,n. 油漆，涂料；v. 涂油漆；绘画；描绘,,,
painter,ˈpeɪntə(r),n.,n. 画家，油漆工,,,
pair,peə(r),n.,n. 一对，一双；一副；一套；v. 配对；使成对；使配对,,,
pale,peɪl,adj.,adj. 苍白的，灰白的；淡色的；暗淡的，无力的；v. 变苍白，失色,,,
palm,pɑːm,n.,n. 手掌；棕榈树；棕榈叶；掌状物；v. 把...藏在手掌中；偷偷地塞给,,,
pamphlet,ˈpæmflət,n.,n. 小册子，手册,,,
panic,ˈpænɪk,n.,n. 恐慌，惊慌；adj. 恐慌的，惊慌的；v. 惊慌，恐慌,,,
pant,pænt,v.,v. 喘气，喘息；渴望，热切期待；n. 喘气，喘息；裤子（常用复数）,,,
paper,ˈpeɪpə(r),n.,n. 纸；报纸；文件；试卷；论文；报告；adj. 纸制的；v. 用纸糊；用纸包装,,,
paperback,ˈpeɪpəbæk,n.,n. 平装书，简装本；adj. 平装的，简装的,,,
parachute,ˈpærəʃuːt,n.,n. 降落伞；v. 用降落伞降落；空投,,,
parade,pəˈreɪd,n.,n. 游行，阅兵；一系列，一连串；v. 游行，列队行进；炫耀，夸耀,,,
paradigm,ˈpærədaɪm,n.,n. 范例，典范；模式，范式,,,
paradise,ˈpærədaɪs,n.,n. 天堂，乐园；极乐世界，理想境界,,,
paradox,ˈpærədɒks,n.,n. 悖论，自相矛盾的说法；似非而是的论点；自相矛盾的人或事物,,,
parameter,pəˈræmɪtə(r),n.,n. 参数，参量；界限，范围；决定因素,,,
parasite,ˈpærəsaɪt,n.,n. 寄生虫；食客，寄生者,,,
parcel,ˈpɑːsl,n.,n. 包裹，小包；一块地，一片土地；v. 打包，把...分成若干部分,,,
pardon,ˈpɑːdn,n.,n. 原谅，宽恕；赦免；v. 原谅，宽恕；请再说一遍（用于礼貌地请求重复）；interj. 对不起，抱歉（用于礼貌地请求重复或引起注意）,,,
parliament,ˈpɑːləmənt,n.,n. 议会，国会；议会制度；议会会议,,,
sack,sæk,n.,n. 麻袋，袋子；解雇；v. 解雇；炒鱿鱼；洗劫，掠夺,,,
sacred,ˈseɪkrɪd,adj.,adj. 神圣的，庄严的；宗教的，宗教性的；不可侵犯的，神圣不可冒犯的,,,
sacrifice,ˈsækrɪfaɪs,n.,n. 牺牲，舍弃；祭品，供品；献祭，祭祀；v. 牺牲，舍弃；献祭，祭祀,,,
saddle,ˈsædl,n.,n. 鞍，马鞍；（自行车等的）车座；（山的）鞍部；v. 给（马等）备鞍；使负担；使承担,,,
sample,ˈsɑːmpl,n.,n. 样品，样本；试样；抽样，取样；v. 取样，抽样调查；品尝，尝试；adj. 样品的，作为样品的,,,
sanction,ˈsæŋkʃən,n.,n. 制裁，处罚；批准，认可；v. 制裁，处罚；批准，认可,,,
sandwich,ˈsænwɪdʒ,n.,n. 三明治，夹心面包；v. 夹入，挤入,,,
sane,seɪn,adj.,adj. 理智的，神志清醒的；明智的，合理的,,,
sarcastic,sɑːˈkæstɪk,adj.,adj. 讽刺的，嘲讽的,,,
satellite,ˈsætəlaɪt,n.,n. 卫星，人造卫星；卫星国，附属国；卫星城，卫星镇；adj. 卫星的，人造卫星的,,,
ugly,ˈʌɡli,adj.,adj. 丑陋的，难看的；令人不快的，糟糕的；威胁性的，危险的,,,
ultraviolet,ˌʌltrəˈvaɪələt,adj.,adj. 紫外线的，紫外的；n. 紫外线,,,
umbrella,ʌmˈbrelə,n.,n. 雨伞，阳伞；保护伞，庇护；adj. 伞形的，总括的,,,
unanimous,juːˈnænɪməs,adj.,adj. 一致的，全体同意的,,,
uncover,ʌnˈkʌvə(r),v.,v. 揭开，揭露，发现；查明，发现（秘密或隐藏的事物）,,,
vacant,ˈveɪkənt,adj.,adj. 空的，无人占用的；空虚的，茫然的；空闲的，空缺的,,,
vacation,vəˈkeɪʃn,n.,n. 假期，休假；v. 度假,,,
vaccine,ˈvæksiːn,n.,n. 疫苗,,,
vacuum,ˈvækjuəm,n.,n. 真空，真空状态；空虚，空白；吸尘器；v. 用吸尘器清洁,,,
valve,vælv,n.,n. 阀门，活门；（心脏或血管的）瓣膜；真空管，电子管,,,
wagon,ˈwæɡən,n.,n. 马车，四轮运货车；（火车的）客车厢，货车厢,,,
waggon,ˈwæɡən,n.,n. (尤指旧式的)四轮大车，货车,,,
waist,weɪst,n.,n. 腰，腰部,,,
wake,weɪk,v.,v. 醒来，唤醒；唤起，激起；n. 尾迹，航迹,,,
waken,ˈweɪkən,v.,v. 醒来；唤醒，叫醒,,,
X-ray,ˈeks reɪ,n.,n. X射线；X光；X光片；X光检查；v. 给...照X光；用X射线检查,,,
yard,jɑːd,n.,n. 院子，庭院；码（长度单位，等于0.9144米）；船坞，造船厂；车站的调车场,,,
yawn,jɔːn,n.,n. 哈欠；v. 打哈欠；张开；裂开,,,
yearly,ˈjɪəli,adj.,adj. 每年的，一年一度的；adv. 每年，一年一次,,,
yell,jel,v.,v. 大喊，叫喊；n. 叫喊声，吼叫声,,,
yet,jet,adv.,adv. 还，仍然；已经，现在；更，还；conj. 然而，但是,,,
zeal,ziːl,n.,n. 热情，热忱，热心,,,
zero,ˈzɪərəʊ,n.,n. 零，零度；零点，最低点；无，没有；num. 零；v. 调零，使归零；adj. 零的，最低的,,,
zip,zɪp,n.,n. 拉链；邮政编码；v. 迅速移动；用拉链扣上或拉上,,,
agency,ˈeɪdʒənsi,n.,n. 代理处，经销处；代理权，代理行为；政府机构，机关,,,
agenda,əˈdʒendə,n.,n. 议程，待办事项；隐藏的动机或计划,,,
agony,ˈæɡəni,n.,n. 极度的痛苦，剧痛；精神上的极度痛苦，煎熬,,,
bath,bɑːθ,n.,n. 洗澡；浴室；浴盆；沐浴；浸泡；洗涤剂；v. 给...洗澡；沐浴,,,
bathe,beɪð,v.,v. 洗澡，沐浴；浸泡，浸洗；用水清洗（尤指伤口）；覆盖，笼罩,,,
batch,bætʃ,n.,n. 一批，一组，一批次；（烘焙的）一批，一炉；v. 分批处理，批量处理,,,
acquaint,əˈkweɪnt,v.,v. 使熟悉，使了解,,,
acquaintance,əˈkweɪntəns,n.,n. 认识的人，熟人；相识，认识；了解，熟悉,,,
across,əˈkrɒs,prep.,prep. 在...的对面；横过，穿过；adv. 横过，穿过；在对面；adj. 交叉的，横过的,,,
satisfaction,ˌsætɪsˈfækʃn,n.,n. 满意，满足；满足感，愉悦感；赔偿，补偿；债务的偿还,,,
satisfactory,ˌsætɪsˈfæktəri,adj.,adj. 令人满意的，合格的；可以接受的，足够好的,,,
satisfy,ˈsætɪsfaɪ,v.,v. 满足，使满意；符合，达到（要求、标准等）；使确信，使相信,,,
satire,ˈsætaɪə(r),n.,n. 讽刺，讽刺作品,,,
saturate,ˈsætʃəreɪt,v.,v. 使充满，使饱和；使市场饱和；adj. 饱和的，浸透的,,,
sauce,sɔːs,n.,n. 调味汁，酱；v. 给...加调味汁,,,
saucer,ˈsɔːsə(r),n.,n. 茶碟，小圆碟,,,
sausage,ˈsɒsɪdʒ,n.,n. 香肠，腊肠,,,
saw,sɔː,n.,n. 锯子；v. 看见，看到；理解，明白；遇见，会见；锯，锯开,,,
scan,skæn,v.,v. 快速浏览，粗略查看；仔细检查，审视；扫描（文件等）；n. 扫描，扫描检查,,,
scandal,ˈskændl,n.,n. 丑闻，丑事；流言蜚语，谣言,,,
scar,skɑː(r),n.,n. 伤疤，疤痕；创伤，精神创伤；v. 给...留下疤痕；损害；给...留下创伤,,,
scarce,skeəs,adj.,adj. 缺乏的，不足的；稀少的，罕见的；adv. 勉强，几乎不,,,
scarcely,ˈskeəsli,adv.,adv. 几乎不，勉强，刚刚；几乎没有，几乎不存在,,,
scare,skeə(r),v.,v. 使惊恐，吓唬；n. 惊恐，恐慌,,,
scarf,skɑːf,n.,n. 围巾，头巾；v. 狼吞虎咽地吃,,,
scatter,ˈskætə(r),v.,v. 分散，散开；撒，散播；使分散；使散开；使散布；n. 分散，散播,,,
