word,phonetic,pos,meaning,example,example_trans,image_url
tolerant,'tɒlərənt,,宽容的， 容忍的 (adj.),,,
dispatch,dɪ'spætʃ,,派遣，调遣，发送 (vt.)；急件， 快信； 新闻报道； 派遣， 调遣 (n.),,,
emergency,i'mɜːdʒənsi,,紧急情况， 突然事件 (n.),,,
dim,dɪm,,昏暗的，朦胧的；模糊不清的 (adj.)；变暗淡 (v.),,,
paralyze,'pærəlaɪz,,使瘫痪， 使麻痹； 使丧失作用； 使惊愕， 使呆若木鸡 (vt.),,,
interpersonal,ˌɪntə'pɜːsənl,,人与人之间的， 关于人与人之间关系的 (adj.),,,
exemplary,ɪg'zempləri,,可作楷模的， 典范的 (adj.),,,
faculty,'fæklti,,才能， 能力； 系， 科； 全体教员 (n.),,,
layoff,'leɪɒf,,解雇； 裁员； 歇工期， 停工期 (n.),,,
wretched,'retʃɪd,,极不愉快的， 难受的， 可怜的； 令人苦恼的， 讨厌的； 拙劣的 (adj.),,,
absurd,əb'sɜːd,,荒谬的， 荒唐的 (adj.),,,
modesty,'mɒdəsti,,谦虚 (n.),,,
considerate,kən'sɪdərət,,考虑周到的， 体贴的， 体谅的 (adj.),,,
glamor,'glæmə,,魅力， 诱惑力 (n.),,,
clue,kluː,,线索， 暗示， 提示 (n.),,,
bracket,'brækɪt,,括号；等级段，档次；壁架，托架 (n.)；把…置于括号内； 把…归入同一类 (vt.),,,
legal,'liːgl,,法律的； 合法的 (adj.),,,
midst,'mɪdst,,中部； 中间； 当中 (n.),,,
trait,treɪt,,特征， 特点， 特性 (n.),,,
radius,'reɪdiəs,,半径， 半径范围 (n.),,,
disintegration,dɪsˌɪntɪ'greɪʃn,,破裂， 分裂； 瓦解 (n.),,,
signal,'sɪgnəl,,显著的， 重大的 (adj.)；信号，暗号；标志，表示 (n.)；发信号；标志着 (vt.),,,
impair,ɪm'peə,,损害， 损伤； 削弱 (vt.),,,
dolphin,'dɒlfɪn,,海豚 (n.),,,
sightseeing,'saɪtˌsiːɪŋ,,观光， 游览 (n.),,,
stray,streɪ,,走失，迷路；分心，走神；离题 (vi.)；迷路的，走失的；孤立的，零星的 (adj.)；走失的家畜 (n.),,,
planet,'plænɪt,,行星 (n.),,,
exhaust,ɪg'zɔːst,,使筋疲力尽，用尽；详尽论述 (vt.)；排气装置； 废气 (n.),,,
thereafter,ˌðeər'ɑːftə,,之后， 以后 (adv.),,,
soluble,'sɒljəbl,,可溶的； 可解决的 (adj.),,,
feast,fiːst,,尽情地吃， 宴饮； 参加宴会 (vi.)；盛宴，筵席；节日 (n.),,,
vision,'vɪʒn,,想象力， 梦幻； 视力， 视觉 (n.),,,
accompany,ə'kʌmpəni,,陪同， 伴随； 为…伴奏 (v.),,,
armor,'ɑːmə,,盔甲， 装甲； 保护物 (n.),,,
acceptance,ək'septəns,,接受， 承认； 容忍 (n.),,,
beneficial,ˌbenɪ'fɪʃl,,有利的， 有益的 (adj.),,,
paradise,'pærədaɪs,,天堂， 乐园 (n.),,,
tackle,'tækl,,对付，处理；与…交涉；阻截，擒抱 (vt.)；阻截， 擒抱； 用具， 钓具； 辘轳， 滑车 (n.),,,
reckon,'rekən,,认为， 估计； 指望， 盼望； 测算， 测量 (vt.),,,
confusion,kən'fjuːʒn,,困惑， 糊涂； 混淆； 骚乱 (n.),,,
distract,dɪ'strækt,,转移， 使分心 (vt.),,,
hinge,hɪndʒ,,以…为转移 (vi.)；铰链 (n.)；装铰链 (vt.),,,
virtual,'vɜːtʃuəl,,实质上的， 事实上的， 实际上的 (adj.),,,
squeeze,skwiːz,,压榨，挤 (v.)；榨取， 勒索 (n.),,,
blank,blæŋk,,空白的；茫然的，无表情的 (adj.)；空白； 空白表格 (n.),,,
additional,ə'dɪʃənl,,附加的， 追加的 (adj.),,,
worthy,'wɜːði,,有价值的， 值得的 (adj.),,,
primarily,praɪ'merəlɪ,,首先， 主要地 (adv.),,,
telecommunications,'telikəˌmjuːnɪ'keɪʃnz,,通信， 电信 (n.),,,
ferry,'feri,,渡船 (n.)；渡运 (vt.),,,
ignore,ɪg'nɔː,,不顾， 不理； 忽视 (vt.),,,
hemisphere,'hemɪsfɪə,,地球的半球； 大脑半球 (n.),,,
reception,rɪ'sepʃn,,招待会， 欢迎会； 接受， 接纳； 接待， 迎接； 接收效果 (n.),,,
applaud,ə'plɔːd,,鼓掌，喝彩 (vi.)；向…鼓掌， 向…喝彩； 称赞， 赞许 (vt.),,,
outward,'autwəd,,向外地 (adv.)；外面的，外表的 (adj.),,,
lunar,'luːnə,,月的， 月球的 (adj.),,,
poetry,'pəuətri,,诗， 诗歌， 诗集 (n.),,,
jury,'dʒuəri,,陪审团， 评奖团 (n.),,,
arrogant,'ærəgənt,,傲慢的， 自大的 (adj.),,,
idiot,'ɪdiət,,白痴； 傻子， 笨蛋 (n.),,,
relay,'riːleɪ,,接力赛；中继转播 (n.)；传送， 传达， 转述； 中继转播 (vt.),,,
priest,priːst,,神父， 牧师 (n.),,,
monitor,'mɒnɪtə,,班长；监视器，检测器；显示器 (n.)；监听， 检测 (vt.),,,
solo,'səuləu,,以独力，单独地 (adv.)；单独的，单独进行的 (adj.)；独奏， 独唱， 独舞 (n.),,,
tuition,tju'ɪʃn,,教学， 讲授， 指导； 学费 (n.),,,
permeate,'pɜːmieɪt,,弥漫， 遍布， 散布； 渗入， 渗透 (v.),,,
utopian,juː'təupiən,,乌托邦的； 理想的 (adj.),,,
schedule,'ʃedjuːl,,时刻表，日程安排表；清单，明细表 (n.)；安排， 排定 (vt.),,,
tame,teɪm,,驯服的，顺从的；沉闷的，乏味的 (adj.)；制服， 控制并利用； 驯化， 驯服 (vt.),,,
adjoin,ə'dʒɔɪn,,贴近； 与…毗连 (vt.),,,
universe,'juːnɪvɜːs,,宇宙， 世界； 领域， 范围 (n.),,,
inherit,ɪn'herɪt,,继承 (vt.),,,
overwhelming,ˌəuvə'welmɪŋ,,势不可挡的， 压倒的； 巨大的 (adj.),,,
interpret,ɪn'tɜːprɪt,,解释， 说明； 口译 (v.),,,
peculiar,pɪ'kjuːlɪə,,奇怪的， 古怪的； 特有的 (adj.),,,
idiom,'ɪdiəm,,习语， 成语； 风格， 特色 (n.),,,
diplomat,'dɪpləmæt,,外交官， 外交家； 有交际手腕的人， 圆滑的人 (n.),,,
hug,hʌg,,紧抱在一起，互相拥抱 (vi.)；拥抱；紧抱，怀抱 (vt.)；紧抱， 热烈拥抱 (n.),,,
grant,grɑːnt,,授给物 (n.)；授予， 给予 (vt.),,,
muscular,'mʌskjələ,,肌肉发达的， 强壮的； 肌肉的 (adj.),,,
sparkle,'spɑːkl,,发光，闪耀，闪烁；活跃，焕发 (vi.)；闪光， 闪耀， 闪烁； 活力， 生气 (n.),,,
hum,hʌm,,哼曲子；发嗡嗡声 (vi.)；哼 (vt.)；嗡嗡声， 营营声， 嘈杂声 (n.),,,
staple,'steɪpl,,主要的； 经常需要的 (adj.)；订书钉，U形钉；主食；主要产品 (n.)；用订书钉订 (vt.),,,
discount,'dɪskaʊnt,,折扣 (n.)；把…打折扣； 不全信； 漠视， 低估 (vt.),,,
construct,kən'strʌkt,,建造； 构思 (vt.)；建筑物； 构想； 观念 (n.),,,
royalty,'rɔɪəlti,,王族； 版税 (n.),,,
convert,kən'vɜːt,,转变， 转化； 改变 (vt.),,,
attempt,ə'tempt,,尝试， 试图， 努力 (vt.),,,
rivalry,'raɪvlri,,竞争， 竞赛； 对抗 (n.),,,
relish,'relɪʃ,,享受，从…中获得乐趣 (vt.)；享受， 滋味， 乐趣； 调味品 (n.),,,
fluorescent,ˌflɔː'resnt,,荧光的， 发荧光的 (adj.),,,
division,dɪ'vɪʒn,,分， 分割； 部门， 科， 处； 除法 (n.),,,
superficial,ˌsuːpə'fɪʃl,,表面的， 肤浅的 (adj.),,,
executive,ɪg'zekjətɪv,,执行的；行政的 (adj.)；执行者 (n.),,,
navigation,ˌnævɪ'geɪʃn,,航行， 航海， 航空； 导航， 领航 (n.),,,
melt,melt,,融化； 溶化； 消散 (v.),,,
stalk,stɔːk,,高视阔步地走 (vi.)；茎，梗，柄 (n.)；悄悄地跟踪 (vt.),,,
whereas,ˌweər'æz,,然而， 但是， 尽管 (conj.),,,
pitch,pɪtʃ,,投掷， 使猛然倒下； 表达， 定下特定程度； 定调； 架设， 搭， 扎； 颠簸 (v.)；球场；程度，强度；高度，高音；沥青 (n.),,,
casualty,'kæʒuəlti,,伤亡人员， 死伤者； 受害人， 损失的东西 (n.),,,
gauge,geɪdʒ,,测量仪表；厚度，直径；规格、尺寸 (n.)；估计， 判断； 计量， 度量 (vt.),,,
oriental,ˌɒːri'entl,,东方的； 东方人的； 东方文化的 (adj.),,,
electrical,ɪ'lektrɪkl,,电的； 电气科学的 (adj.),,,
stall,stɔːl,,熄火； 拖延， 推迟 (v.)；货摊； (n.),,,
protest,prə'test,,['prəutest] (v.)；抗议， 反对 (n.),,,
sensitive,'sensətɪv,,敏感的， 灵敏的； 神经过敏的， 容易生气的； 易受伤害的 (adj.),,,
classification,ˌklæsɪfɪ'keɪʃn,,分类， 分级， 分类法； 类别， 级别 (n.),,,
brew,bruː,,冲泡；酝酿，行将发生 (vi.)；酿造；冲泡 (vt.)；冲泡的饮料 (n.),,,
vacant,'veɪkənt,,空的， 未被占用的； 空缺的； 茫然的， 空虚的 (adj.),,,
menace,'menəs,,具有危险性的人；威胁，威吓 (n.)；威胁， 威吓 (vt.),,,
afford,ə'fɔːd,,担负得起； 提供 (vt.),,,
invalid,ɪn'vælɪd,,无效的，作废的；无可靠根据的，站不住脚的 (adj.)；病弱者， 残疾者 (n.),,,
curse,kɜːs,,诅咒，咒骂，天谴 (v.)；祸害， 祸根； 咒骂， 诅咒， 咒语 (n.),,,
legitimate,lɪ'dʒɪtɪmət,,合情合理的；合理的，法律认可的 (adj.)；使合法 (vt.),,,
appease,ə'piːz,,平息， 抚慰； 姑息 (vt.),,,
sieve,sɪv,,筛子，漏勺 (n.)；筛， 滤 (vt.),,,
whereby,weə'baɪ,,凭此； 借以； 由于 (adv.),,,
evaluate,ɪ'væljueɪt,,评价， 估…的价 (vt.),,,
status,'steɪtəs,,地位， 身份； 情形， 状况 (n.),,,
machinery,mə'ʃiːnəri,,机器， 机械 (n.),,,
shield,ʃiːld,,防护物，护罩；盾 (n.)；保护， 防护 (vt.),,,
skip,skɪp,,跳，蹦跳；跳绳 (vi.)；跳过，略过，漏过 (vt.)；跳， 蹦跳 (n.),,,
instantaneous,ˌɪnstən'teɪniəs,,瞬间的， 即刻的 (adj.),,,
phenomenon,fə'nɒmɪnən,,现象， 迹象； 非凡的人 (n.),,,
quarterly,'kwɔːtəli,,按季度，一季一次 (adv.)；季度的，每季一次的 (adj.)；季刊 (n.),,,
notify,'nəutɪfaɪ,,通知， 告知； 报告 (vt.),,,
bibliography,ˌbɪbli'ɒgrəfi,,参考书目； 书目 (n.),,,
stream,striːm,,流出， 涌出 (v.)；河，溪流；一股，一串 (n.),,,
recur,rɪ'kɜː,,再发生， 重现 (vi.),,,
coalition,ˌkəuə'lɪʃn,,结合体， 同盟； 结合， 联合 (n.),,,
generalize,'dʒenrəlaɪz,,概括， 归纳， 推断； 普及 (vt.),,,
accumulate,ə'kjuːmjəleɪt,,积累， 堆积 (v.),,,
crime,kraɪm,,罪， 罪行， 犯罪 (n.),,,
dwarf,dwɔːf,,矮小的，发育不全的 (adj.)；矮子，侏儒 (n.)；使显得矮小， 使相形见绌 (vt.),,,
heave,hiːv,,举起，提起；扔；发出；起伏，隆起；呕吐，恶心 (v.)；举起， 升降 (n.),,,
leisure,'leʒə,,空闲时间； 悠闲 (n.),,,
nourish,'nʌrɪʃ,,养育， 喂养， 滋养； 怀有， 增强 (vt.),,,
grease,griːs,,油脂；润滑脂，润滑油 (n.)；用油脂涂， 给…加润滑油 (vt.),,,
allege,ə'ledʒ,,断言， 宣称， 硬说 (vt.),,,
pilgrim,'pɪlgrɪm,,朝圣者 (n.),,,
trigger,'trɪgə,,扳机；引起反应的行动 (n.)；触发， 引起 (vt.),,,
assimilate,ə'sɪməleɪt,,被吸收， 被消化； 被同化 (vi.)；吸收，消化；使同化 (vt.),,,
positive,'pɒzətɪv,,确实的， 明确的； 积极的， 肯定的 (adj.),,,
segregate,'segrɪgeɪt,,使隔离， 使分开 (vt.),,,
addict,'ædɪkt (for n.); əˈdɪkt (for v.),,有瘾的人； 入迷的人 (n.)；使成瘾， 使入迷 (vt.),,,
prospect,'prɒspekt,,前景， 前途， 可能性； 景象， 景色； 可能成为主顾的人， 有希望的候选人 (n.),,,
withhold,wɪð'həuld,,拒绝， 不给； 抑制， 制止 (vt.),,,
comparable,'kɔmpərəbl,,可比较的； 类似的； 比得上的 (adj.),,,
discreet,dɪ'skriːt,,谨慎的， 慎重的， 审慎的 (adj.),,,
specialize,'speʃəlaɪz,,专攻，专门研究 (vi.)；使适应特殊目的， 使专用于 (vt.),,,
instance,'ɪnstəns,,例子， 实例， 事例 (n.),,,
presumably,prɪ'zjuːməbli,,大概， 可能， 据推测 (adv.),,,
bonus,'bəunəs,,奖金， 红利； 额外给予的东西 (n.),,,
recognition,ˌrekəg'nɪʃn,,认出， 识别； 承认， 确认， 认可； 赏识， 表彰， 报偿 (n.),,,
banquet,'bæŋkwɪt,,宴会， 盛宴 (n.),,,
thrill,θrɪl,,非常兴奋， 非常激动 (v.)；兴奋，激动；引起激动的事物 (n.),,,
aisle,aɪl,,过道， 通道 (n.),,,
convene,kən'viːn,,开会，集合 (vi.)；召集 (vt.),,,
arrangement,ə'reɪndʒmənt,,整理， 排列； 安排； 准备工作 (n.),,,
revenue,'revənjuː,,收入， 收益； 税收， 岁入 (n.),,,
solution,sə'luːʃn,,解决； 解决办法； 溶液 (n.),,,
monopoly,mə'nɒpəli,,垄断， 专卖； 垄断物， 垄断商品， 专卖商品 (n.),,,
opponent,ə'pəunənt,,对手； 敌手， 对抗者 (n.),,,
accelerate,ək'seləreɪt,,使加快， 使增速 (vt.),,,
supplementary,ˌsʌplɪ'mentri,,增补的， 补充的 (adj.),,,
grain,greɪn,,谷物， 谷粒， 颗粒； 少量， 微量 (n.),,,
credit,'kredɪt,,信贷，赊欠；赞扬，荣誉；学分；信任 (n.)；相信； 把…记入贷方； 把…归于 (vt.),,,
oxygen,'ɒksɪdʒən,,氧， 氧气 (n.),,,
intensive,ɪn'tensɪv,,加强的； 精耕细作的 (adj.),,,
alter,'ɔːltə,,改变， 变更， 变动 (vt.),,,
combine,kəm'baɪn,,结合，联合；化合 (v.)；联合企业； 联合收割机 (n.),,,
ideal,aɪ'diːəl,,理想的，观念的，空想的 (adj.)；理想， 理想的东西 (n.),,,
occur,ə'kɜː,,发生， 出现， 存在； 被想起， 被想到 (vi.),,,
illustrate,'ɪləstreɪt,,说明 (vt.),,,
hose,həuz,,软管，水龙带 (n.)；用软管淋浇 (vt.),,,
definitive,dɪ'fɪnətɪv,,最可靠的， 权威性的； 决定性的 (adj.),,,
streak,striːk,,飞跑，疾驶 (vi.)；条纹，条痕；个性特征；一阵子，一连串 (n.)；在…上加条纹 (vt.),,,
pressure,'preʃə,,压，压强；压迫 (n.)；对…施加压力， 迫使， 说服 (vt.),,,
dentist,'dentɪst,,牙科医生 (n.),,,
brood,bruːd,,沉思，考虑；孵蛋 (vi.)；一窝； 全体孩子 (n.),,,
literacy,'lɪtərəsi,,识字， 有文化， 读写能力 (n.),,,
originate,ə'rɪdʒɪneɪt,,起源于，来自，产生 (vi.)；创造， 创始， 开创 (vt.),,,
specialist,'speʃəlɪst,,专家 (n.),,,
background,'bækgraund,,出身背景， 经历； 背景资料； 背景， 底子 (n.),,,
millionaire,ˌmɪljə'neə,,百万富翁， 大富翁 (n.),,,
transit,'trænzɪt,,运输， 载运 (n.),,,
adolescent,ˌædə'lesnt,,青春期的； 青少年的 (adj.)；青少年 (n.),,,
nonetheless,ˌnʌnðə'les,,尽管如此， 依然， 然而 (adv.),,,
dispose,dɪ'spəuz,,去掉， 销毁； 处理， 解决； 使倾向于 (v.),,,
petty,'peti,,小的， 琐碎的； 不重要的； 气量小的， 心胸狭窄的 (adj.),,,
glow,gləu,,发光； 燃烧 (vi.)；白热光；脸红；激情 (n.),,,
sentiment,'sentɪmənt,,意见， 观点； 感情， 情绪 (n.),,,
differentiation,ˌdɪfəˌrenʃi'eɪʃn,,区别 (n.),,,
constitution,ˌkɒnstɪ'tjuːʃn,,宪法， 章程； 组成； 设立 (n.),,,
patent,'pætnt,,专利的，受专利保护的 (adj.)；专利，专利权 (n.)；得到…的专利权 (vt.),,,
cocaine,kəu'keɪn,,可卡因， 古柯碱 (n.),,,
groove,gruːv,,沟， 槽 (n.),,,
abundance,ə'bʌndəns,,大量， 丰富， 充足 (n.),,,
racket,'rækɪt,,喧嚷， 吵闹； 敲诈， 勒索， 诈骗； 球拍 (n.),,,
conceive,kən'siːv,,构想出， 设想； 怀孕 (vi.)；想出，认为；怀 (vt.),,,
sour,'sauə,,酸的；馊的，酸味的；脾气坏的 (adj.)；变酸， 变馊； 变得乖戾 (v.),,,
transform,træns'fɔːm,,使改观， 改革； 变换， 把…转换成 (vt.),,,
napkin,'næpkɪn,,餐巾 (n.),,,
reckless,'rekləs,,鲁莽的， 不考虑后果的 (adj.),,,
paradox,'pærədɒks,,似乎矛盾而正确的说法； 自相矛盾的人 (n.),,,
magnitude,'mægnɪtjuːd,,重要性， 重大； 巨大， 广大 (n.),,,
justification,ˌdʒʌstɪfɪ'keɪʃn,,正当的理由， 借口 (n.),,,
genuine,'dʒenjuɪn,,真的， 真正的； 真诚的 (adj.),,,
execution,ˌeksɪ'kjuːʃn,,死刑； 实行， 执行， 履行； 演奏， 表演 (n.),,,
immune,ɪ'mjuːn,,免疫的， 有免疫力的， 不受影响的； 免除的， 豁免的 (adj.),,,
brochure,'brəuʃə(r),,小册子 (n.),,,
stern,stɜːn,,严厉的，严格的，严峻的 (adj.)；船尾 (n.),,,
rotary,'rəutəri,,旋转的， 转动的 (adj.),,,
compound,'kɒmpaund,,复合的，化合的 (adj.)；化合物，复合物；复合词 (n.)；使恶化， 加重； 使化合， 使合成 (vt.),,,
dub,dʌb,,给…起绰号， 把…称为； 为配音， 译制 (vt.),,,
masculine,'mæːskjəlɪn,,男性的， 男子的； 男子气的 (adj.),,,
extraordinary,ɪk'strɔːdnri,,非同寻常的， 特别的 (adj.),,,
witness,'wɪtnəs,,证据；目击者，证人 (n.)；目击； 为…作证， 证明 (vt.),,,
conventional,kən'venʃənl,,普通的； 习惯的， 常规的； 因循守旧的 (adj.),,,
regulation,ˌregju'leɪʃn,,规章， 规则； 管理， 控制， 调节 (n.),,,
conform,kən'fɔːm,,遵守， 适应； 顺从； 相似， 一致， 符合 (vi.),,,
circulation,ˌsɜːkjə'leɪʃn,,循环， 流通； 流传， 传播， 发行； 发行量； 流通 (n.),,,
authentic,ɔː'θentɪk,,真的， 真正的； 可靠的， 可信的 (adj.),,,
mere,mɪə,,仅仅的， 纯粹的 (adj.),,,
accommodation,əˌkɒmə'deɪʃn,,住处， 膳宿 (n.),,,
evident,'evɪdənt,,明显的， 明白的 (adj.),,,
suburb,'sʌbɜːb,,郊区， 郊外， 近郊 (n.),,,
pumpkin,'pʌmpkɪn,,南瓜 (n.),,,
annoy,ə'nɔɪ,,使恼怒； 打搅 (vt.),,,
profess,prə'fes,,表示， 承认； 宣称信仰 (vt.),,,
psychological,ˌsaɪkə'lɒdʒɪkl,,心理的 (adj.),,,
credible,'kredəbl,,可信的， 可靠的 (adj.),,,
empirical,ɪm'pɪrɪkl,,以经验为依据的， 经验主义的， 经验的 (adj.),,,
commit,kə'mɪt,,犯， 干； 使承诺； 把…托付给； 调拨…供使用， 拨出 (vt.),,,
curb,kɜːb,,控制，约束 (vt.)；控制， 约束； 路缘 (n.),,,
crash,kræʃ,,倒下，坠落；发出撞击声；垮台，破产 (vi.)；碰撞，砸碎；冲，闯 (vt.)；碰撞； 破裂声 (n.),,,
character,'kærəktə,,性格， 特性； 性质； 人物， 角色； 符号， 字 (n.),,,
reflect,rɪ'flekt,,反映， 显示； 反射， 映现； 深思， 考虑， 反省 (v.),,,
outfit,'autfɪt,,全套服装； 一组人； 全套装备， 全套工具 (n.),,,
contribution,ˌkɒntrɪ'bjuːʃn,,贡献； 促成作用； 捐款， 捐献物； 稿件 (n.),,,
ongoing,'ɒngəuɪŋ,,持续的， 继续的 (adj.),,,
massacre,'mæsəkə,,大规模屠杀，残杀；彻底击败 (vt.)；大屠杀， 残杀； 惨败 (n.),,,
reassure,ˌriːə'ʃuə,,使放心 (vt.),,,
bang,bæŋ,,猛击， 猛撞； 发出砰的一声， 砰砰地响； 砰地敲 (v.)；巨响；枪声；猛击 (n.),,,
magnetic,mæg'netɪk,,磁的； 有吸引力的 (adj.),,,
cholesterol,kə'lestərɒl,,胆固醇 (n.),,,
orbit,'ɔːbɪt,,轨道 (n.)；作轨道运行 (vt.),,,
band,bænd,,乐队；群，伙；带；条纹；波段 (n.)；用带绑扎 (vt.),,,
negligible,'neglɪdʒəbl,,可忽略不计的， 微不足道的 (adj.),,,
setback,'setbæk,,挫折， 倒退， 失败 (n.),,,
resident,'rezɪdənt,,居住的， 定居的； 住校的， 住院的 (adj.)；居民，定居者；住院医生 (n.),,,
symbolic,sɪm'bɒlɪk,,符号的； 象征性的 (adj.),,,
distinguish,dɪ'stɪŋgwɪʃ,,区别， 辨别， 识别； 使杰出； 使著名 (vt.),,,
mall,mɔːl,,购物中心 (n.),,,
module,'mɒdjuːl,,组件， 模块， 模件； 舱 (n.),,,
howl,haul,,嗥叫； 呼啸； 吼叫， 哀号 (n&vi.),,,
execute,'eksɪkjuːt,,将…处死； 实施 (vt.),,,
substantial,səb'stænʃl,,可观的， 大量的； 物质的， 坚固的； 实质的， 真实的 (adj.),,,
benefit,'benɪfɪt,,得益 (vi.)；利益，恩惠；救济金，保险金，津贴 (n.)；有益于 (vt.),,,
booth,buːð,,小房间， 公用电话亭， 岗亭； 售货棚， 货摊 (n.),,,
enthusiastic,ɪnˌθjuːzi'æstɪk,,满腔热情的， 热心的， 极感兴趣的 (adj.),,,
disastrous,dɪ'zɑːstrəs,,灾难性的， 造成灾害的； 极坏的， 很糟的 (adj.),,,
unique,ju'niːk,,唯一的， 独一无二的； 极不寻常的， 极好的 (adj.),,,
processing,prəu'sesɪŋ,,处理 (n.),,,
boost,buːst,,推动， 促进， 激励； 替…做广告， 宣扬； 提高， 使增长 (v.)；提高，增长；推动，激励 (n.),,,
impulse,'ɪmpʌls,,冲动， 一时的念头； 推动， 驱使； 脉冲 (n.),,,
sober,'səubə,,未醉的，有节制的；严肃的，持重的；素淡的，暗淡的 (adj.)；醒酒， 清醒 (v.),,,
crystallize,'krɪstəlaɪz,,结晶； 变得清晰而明确； 使具体化 (v.),,,
religious,rɪ'lɪdʒəs,,宗教的； 笃信宗教的， 虔诚的 (adj.),,,
infectious,ɪn'fekʃəs,,传染的， 有传染性的； 有感染力的 (adj.),,,
shelter,'ʃeltə,,掩蔽， 躲避， 庇护 (v.)；掩蔽处，躲避处；掩蔽，保护 (n.),,,
prominent,'prɒmɪnənt,,突出的， 杰出的； 突起的； 凸出的 (adj.),,,
expel,ɪk'spel,,把…除名， 把…开除； 驱逐， 赶走， 放逐； 排出， 喷出 (vt.),,,
superiority,suːˌpɪəri'ɒrəti,,优越， 优等 (n.),,,
outset,'autset,,开始， 开端 (n.),,,
latitude,'lætɪtjuːd,,纬度； 纬度地区； 回旋余地， 自由 (n.),,,
scan,skæn,,细看，审视，浏览 (vt.)；扫描 (n.),,,
association,əˌsəusi'eɪʃn,,协会， 团体； 联合， 交往 (n.),,,
fundamental,ˌfʌndə'mentl,,基础的，基本的 (adj.)；基本原则 (n.),,,
eliminate,ɪ'lɪmɪneɪt,,消灭， 消除， 排除； 淘汰 (vt.),,,
cute,kjuːt,,漂亮的， 娇小可爱的； 聪明伶俐的， 精明的 (adj.),,,
entitle,ɪn'taɪtl,,给…权利； 给题名 (vt.),,,
outline,'autlaɪn,,提纲，要点；外形；略图 (n.)；概述； 描…的外形 (vt.),,,
partition,pɑː'tɪʃn,,分隔物，隔墙；分割，划分 (n.)；隔开； 分割， 瓜分 (vt.),,,
nominal,'nɒmɪnl,,名义上的， 有名无实的； 很少的， 象征性的； 名词性的 (adj.),,,
excess,ɪk'ses,,过量的， 额外的 (adj.)；超越，过量，过度['3ks3s] (n.),,,
glance,glɑːns,,看一下 (vi.)；一瞥 (n.),,,
perspective,pə'spektɪv,,视角， 观点； 远景， 景观； 透视画法， 透视图 (n.),,,
galaxy,'gæləksi,,星系； 银河系， 银河； 一群 (n.),,,
equality,i'kwɒləti,,等同； 平等； 相等 (n.),,,
destruction,dɪ'strʌkʃn,,破坏， 毁灭； 消灭 (n.),,,
rebellion,rɪ'beljən,,反叛， 反抗 (n.),,,
expression,ɪk'spreʃn,,词语； 表达， 表情 (n.),,,
reaction,ri'ækʃn,,反应， 反作用 (n.),,,
accordance,ə'kɔːdns,,一致， 和谐， 符合 (n.),,,
weary,'wɪəri,,厌烦， 不耐烦 (vi.)；疲劳的，疲倦的；使人疲劳的，令人厌倦的 (adj.),,,
appeal,ə'piːl,,求助，诉请；要求；有吸引力 (vi.)；控诉，移交上级法院审理 (vt.)；吸引力； 呼吁； 上诉 (n.),,,
swamp,swɒmp,,沼泽 (n.)；淹没， 浸没； 难倒， 压倒 (vt.),,,
entrepreneur,ˌɒntrəprə'nɜː,,企业家 (n.),,,
dedicate,'dedɪkeɪt,,题献词于上； 把献给， 把用于 (vt.),,,
peninsula,pə'nɪnsjələ,,半岛 (n.),,,
extensive,ɪk'stensɪv,,广阔的； 广泛的 (adj.),,,
residential,ˌrezɪ'denʃl,,居住的， 住宅的； 寄宿的， 住在住所的 (adj.),,,
definitely,'defɪnətli,,一定地， 明确地 (adv.),,,
stab,stæb,,刺， 戳 (n&v.),,,
abandon,ə'bændən,,离弃， 丢弃； 遗弃； 抛弃； 放弃 (vt.),,,
collaboration,kəˌlæbə'reɪʃn,,合作， 协作； 勾结 (n.),,,
inspire,ɪn'spaɪə,,鼓舞； 给…以灵感 (vt.),,,
impart,ɪm'pɑːt,,告知， 透露； 赋予， 给予 (vt.),,,
bureaucracy,bjuə'rɒkrəsi,,官僚主义， 官僚作风； 官僚机构； 官僚制度； 官僚 (n.),,,
household,'haushəuld,,家庭的， 家喻户晓的 (adj.)；家庭，户；家务 (n.),,,
glide,glaɪd,,滑行， 滑动； 滑翔 (n.),,,
adverse,'ædvɜːs,,不利的， 有害的 (adj.),,,
bulletin,'bulətɪn,,简明新闻， 最新消息； 公告， 布告， 公报； 学报， 期刊 (n.),,,
devote,dɪ'vəut,,将…奉献给， 把…专用 (vt.),,,
junction,'dʒʌŋkʃn,,联结点， 交叉点， 枢纽 (n.),,,
crumble,'krʌmbl,,崩溃， 瓦解 (vi.)；弄碎 (vt.),,,
agent,'eɪdʒənt,,代理人， 代理商； 政府代表； 动因， 原因； 剂 (n.),,,
abortion,ə'bɔːʃn,,流产， 堕胎 (n.),,,
salvation,sæl'veɪʃn,,拯救， 解救； 解救措施 (n.),,,
instinct,'ɪnstɪŋkt,,本能； 直觉， 生性 (n.),,,
cannon,'kænən,,加农炮， 大炮， 火炮 (n.),,,
invest,ɪn'vest,,投资， 投入； 授予 (v.),,,
reputation,ˌrepju'teɪʃn,,名誉， 名气， 名声 (n.),,,
project,prəˈdʒekt; ˈprɒdʒekt,,伸出； 投射； 放映 (v.)；方案， 计划； 课题， 项目； 工程 (n.),,,
shrug,ʃrʌg,,耸肩 (n&v.),,,
arena,ə'riːnə,,表演场地， 竞技场； 活动场所 (n.),,,
