word,kana,pos,meaning,example,example_trans,image_url
死,し,,死亡、死亡,,,
楽観,らっかん,,乐观主义,,,
便宜,べんぎ,,便利、住宿、优势、权宜之计,,,
復興,ふっこう,,复兴、文艺复兴、重建,,,
合成,ごうせい,,合成， 组成， 合成， 复合， 混合， 组合， 复合,,,
受かる,うかる,,通过（考试）,,,
装飾,そうしょく,,装饰,,,
乱れる,みだれる,,迷茫，混乱，不安,,,
大げさ,おおげさ,,浮夸，夸张,,,
構え,かまえ,,姿势， 姿势， 风格,,,
福,ふく,,好运,,,
雑,ざつ,,粗糙，粗糙,,,
社交,しゃこう,,社交生活、社交,,,
歩み,あゆみ,,走,,,
お供,おとも,,服务员，同伴,,,
怒鳴る,どなる,,大喊大叫，大喊大叫,,,
炒める,いためる,,炒菜,,,
象徴,しょうちょう,,象征,,,
統率,とうそつ,,指挥、领导、将军、领导,,,
舞う,まう,,跳舞，飘动，旋转,,,
コンテスト,コンテスト,,比赛,,,
採択,さいたく,,采用、选择、选择,,,
共感,きょうかん,,同情，回应,,,
過密,かみつ,,拥挤,,,
ちょくちょく,ちょくちょく,,经常，经常，偶尔，偶尔,,,
遅らす,おくらす,,迟缓，延迟,,,
居住,きょじゅう,,住宅,,,
じゃん拳,じゃんけん,,石头剪刀布纸游戏,,,
有望,ゆうぼう,,前景好，充满希望，充满希望,,,
処罰,しょばつ,,惩罚,,,
記述,きじゅつ,,描述， 描述符,,,
渦,うず,,旋流,,,
弄る,いじくる,,触摸，篡改,,,
ルール,ルール,,统治,,,
発言,はつげん,,话语、演讲、提议,,,
結核,けっかく,,结核病、结核病,,,
歎,たん,,悲伤，叹息，哀叹,,,
給仕,きゅうじ,,办公室男孩（女孩）， 佩奇， 服务员,,,
悟る,さとる,,获得觉悟，感知，理解，辨别,,,
強行,きょうこう,,强制、强制执行,,,
剥がす,へがす,,撕下，剥下，撕下，剥离，剥皮，剥皮，剥皮，脱衣，剥夺，分离，t,,,
先代,せんだい,,家族前辈、上一辈、上一代,,,
賭け,かけ,,赌博，赌博，赌博,,,
アイデア,アイデア,,想法,,,
系,けい,,系统、世系、组,,,
本の,ほんの,,只是，只是，只是,,,
尾,お,,尾巴，脊,,,
当て字,あてじ,,拼音等效字符、替换字符,,,
版画,はんが,,艺术版画,,,
ベストセラー,ベストセラー,,畅销书,,,
不良,ふりょう,,坏、欠、自卑、失败,,,
一切,いっさい,,所有，所有，无一例外，整体，完全，绝对,,,
改良,かいりょう,,改进、改革,,,
著しい,いちじるしい,,了不起，相当可观,,,
周,しゅう,,电路， 圈， 周， 附近， 周 （王朝）,,,
放出,ほうしゅつ,,释放、发射,,,
外観,がいかん,,外观、外观、立面,,,
現われる,あらわれる,,出现，出现在眼前，变得可见，出来，体现，具体化，表达自己,,,
協調,きょうちょう,,合作、调停、和谐、坚定（市场）基调,,,
雨具,あまぐ,,雨具,,,
残酷,ざんこく,,残忍，苛刻,,,
旅客,りょかく,,客运（运输）,,,
禅,ぜん,,禅宗（佛教）,,,
或いは,あるいは,,或者，可能,,,
依存,いぞん,,依赖，依赖，依赖,,,
群,ぐん,,组（数学）,,,
申告,しんこく,,报告、报表、提交申报表、通知,,,
物足りない,ものたりない,,不满意，不满意,,,
キャッチ,キャッチ,,抓住,,,
改まる,あらたまる,,待续期,,,
伐,き,,罢工，攻击，惩罚,,,
印,しるし,,印章、印章、标记、印刷,,,
華奢,きゃしゃ,,奢华、浮夸、精致、纤细、华丽,,,
短波,たんぱ,,短波,,,
展示,てんじ,,展览、展示,,,
お手上げ,おてあげ,,到处都是，屈服了，放弃了希望，跪下了,,,
探検,たんけん,,探险， 远征,,,
てんで,てんで,,（完全没有），完全，完全,,,
倍率,ばいりつ,,直径、放大倍率,,,
開発,かいはつ,,开发、开发,,,
免れる,まぬかれる,,逃避，被拯救，逃避，逃避，回避，逃避，逃避，被豁免，被解脱,,,
診療,しんりょう,,体检治疗、诊断,,,
ファイル,ファイル,,文件,,,
部門,ぶもん,,类、组、类别、部门、领域、分支,,,
空ろ,うつろ,,空白、空腔、空心、空（空格）,,,
部,ぶ,,部门、部分、类别、报纸或杂志副本的柜台,,,
満場,まんじょう,,全场一致,,,
概略,がいりゃく,,大纲、摘要、要点、简述,,,
正常,せいじょう,,正常，正常，正常,,,
擦れ違い,すれちがい,,偶遇,,,
学歴,がくれき,,学术背景,,,
封,ふう,,密封,,,
ずるずる,ずるずる,,声音或拖拽行为、松散、不确定但不需要的情况、拖尾,,,
対決,たいけつ,,对峙，摊牌,,,
美味しい,おいしい,,好吃，好吃,,,
オートマチック,オートマチック,,自动,,,
了解,りょうかい,,理解、同意、理解，罗杰（在广播中）,,,
偏,へん,,侧，左部首的字符，倾斜，倾向于，有偏见,,,
七日,ななにち,,七天，（每月）的第七天,,,
疑惑,ぎわく,,怀疑、疑虑、不信任、怀疑,,,
打ち合わせる,うちあわせる,,一起敲门，安排,,,
慣用,かんよう,,常见、习惯,,,
取り除く,とりのぞく,,去掉，带走，分开,,,
手掛ける,てがける,,处理、管理、合作、饲养、照顾、有经验,,,
土台,どだい,,基础，基础，基础,,,
包む,つつむ,,被吞没，被包裹，包裹，塞进去，打包，做起来，盖住，穿衣服,,,
色々,いろいろ,,各种,,,
道場,どうじょう,,道场，用于武术训练的大厅，曼荼罗,,,
代用,だいよう,,替代,,,
堪らない,たまらない,,无法忍受，无法忍受，无法忍受,,,
何故,なぜ,,为什么，如何,,,
在庫,ざいこ,,库存，库存,,,
添える,そえる,,增、附,,,
がる,がる,,感觉,,,
革命,かくめい,,革命,,,
第一,だいいち,,首先，最重要的是，#1,,,
汚らわしい,けがらわしい,,肮脏，不公平,,,
主導,しゅどう,,主要领导,,,
教習,きょうしゅう,,培训、指导,,,
保険,ほけん,,保险、担保,,,
建前,たてまえ,,面孔、官方立场、公共立场或态度（与私人想法相反）,,,
刊行,かんこう,,出版物， 问题,,,
当て,あて,,对象、目标、结束、希望、期望,,,
賛美,さんび,,赞美、崇拜、荣耀,,,
ビールス,ビールス,,病毒,,,
桐,きり,,泡桐树,,,
矢張り,やっぱり,,而且，正如我所想的那样，尽管如此，绝对,,,
多忙,たぼう,,忙碌，工作压力大,,,
設ける,もうける,,创造，建立,,,
尚更,なおさら,,更何况,,,
手法,しゅほう,,技术,,,
嫉妬,しっと,,嫉妒,,,
杯,はい,,酒杯,,,
ぼやける,ぼやける,,变得昏暗，变得模糊,,,
逃す,のがす,,放开，放飞，放飞,,,
向上,こうじょう,,提升、上升、改进、进步、进步,,,
遣る,やる,,做，，杀戮，给予（给劣等动物等），派遣（一封信）,,,
不振,ふしん,,沉闷、抑郁、萧条、停滞,,,
転換,てんかん,,转换、转移,,,
何方,どなた,,哪个，谁,,,
幹,みき,,（树）树干,,,
提供,ていきょう,,报价、招标、项目赞助、家具,,,
意欲,いよく,,意志、欲望、野心,,,
主体,しゅたい,,主题，主要成分,,,
脱する,だっする,,逃避，逃脱,,,
充実,じゅうじつ,,丰满、完成、完美、充实、丰富,,,
お先に,おさきに,,之前、前面、以前,,,
深める,ふかめる,,加深，加高，加深,,,
品種,ひんしゅ,,品牌， 种类， 描述,,,
成年,せいねん,,多数，成人年龄,,,
蕩ける,とろける,,被迷住了,,,
雫,しずく,,水滴,,,
新入生,しんにゅうせい,,大一新生,,,
偶に,たまに,,偶尔，偶尔,,,
試みる,こころみる,,尝试，测试,,,
キャリア,キャリア,,职业，职业政府雇员,,,
齎す,もたらす,,带来，拿走，带来,,,
原っぱ,はらっぱ,,空旷的田野，空地，平原,,,
ややこしい,ややこしい,,令人费解、纠结、复杂、复杂,,,
取り扱い,とりあつかい,,治疗、服务、处理、管理,,,
手引き,てびき,,指导、指南、介绍,,,
聴覚,ちょうかく,,听觉,,,
背後,はいご,,后部、后部,,,
屎尿,しにょう,,排泄物、未经处理的污水、人类排泄物、夜间土壤,,,
合議,ごうぎ,,咨询、会议,,,
チャンネル,チャンネル,,一个频道,,,
円滑,えんかつ,,和谐、流畅,,,
果て,はて,,终点、极限、极限、结果,,,
黴菌,ばいきん,,细菌、病菌,,,
オーケー,オーケー,,还行,,,
然しながら,しかしながら,,然而，然而,,,
凡そ,およそ,,大约，粗略地说，通常，大约,,,
ナプキン,ナプキン,,餐巾,,,
危機,きき,,危机,,,
いい加減,いいかげん,,适度的、正确的、随机的、不彻底的、模糊的、不负责任的、三心二意的,,,
名札,なふだ,,铭牌、名牌,,,
反撃,はんげき,,反击，反攻，反击,,,
一挙に,いっきょに,,一举，一举,,,
若しかすると,もしかすると,,也许，也许，偶然,,,
織る,おる,,编织,,,
し,し,,10^24（汉字是JIS X 0212 kuten 4906），septillion（美国），quadrillion（英国）,,,
屈折,くっせつ,,弯曲、压痕、折射,,,
お襁褓,おむつ,,纸尿裤、尿布,,,
弟,おとうと,,弟弟,,,
酪農,らくのう,,奶牛场（农场）,,,
委託,いたく,,委托（货物（出售）给公司），委托（有东西的人），承诺,,,
議事堂,ぎじどう,,饮食建设,,,
見逃す,みのがす,,错过，忽视，逍遥法外,,,
満たす,みたす,,满足，讨好，填充，实现,,,
同い年,おないどし,,同龄,,,
所が,ところが,,然而，虽然，即使,,,
策,さく,,计划、政策,,,
取り扱う,とりあつかう,,对待，处理，处理,,,
蒸留,じょうりゅう,,蒸馏,,,
発,はつ,,出发、开始、枪声计数器,,,
埋め込む,うめこむ,,埋葬,,,
受け入れる,うけいれる,,接受，接受,,,
衆議院,しゅうぎいん,,众议院下议院,,,
部下,ぶか,,下属,,,
一変,いっぺん,,彻底改变，改变,,,
踵,かかと,,（鞋）跟,,,
トラブル,トラブル,,麻烦（有时用作动词）,,,
顎,あご,,下巴,,,
活発,かっぱつ,,活力， 活跃,,,
鉛,なまり,,铅（金属）,,,
織物,おりもの,,纺织品、织物,,,
少数,しょうすう,,少数，少数,,,
運輸,うんゆ,,运输,,,
斑,むら,,斑点、斑点、斑点,,,
間柄,あいだがら,,关系（船）,,,
選挙,せんきょ,,选举,,,
宣言,せんげん,,声明、公告、公告,,,
躓く,つまずく,,绊倒，绊倒,,,
避難,ひなん,,避难，寻找庇护所,,,
組み合わせる,くみあわせる,,联合，联合，联合,,,
ずれる,ずれる,,滑倒，滑下,,,
座談会,ざだんかい,,专题讨论会、圆桌讨论会,,,
肉親,にくしん,,血缘关系、血亲,,,
案の定,あんのじょう,,果然，像往常一样,,,
尽くす,つくす,,耗尽，耗尽，服务（一个人），交朋友,,,
厭々,いや,,不情愿地，勉强地，摇头拒绝（对孩子）,,,
デザート,デザート,,甜点,,,
クイズ,クイズ,,测验,,,
ストロボ,ストロボ,,频闪仪（点亮：频闪灯）、频闪灯、频闪灯,,,
個性,こせい,,个性、个性、特质,,,
阻む,はばむ,,阻止某人做，阻止，阻止，检查，阻碍，阻碍，反对，阻挠,,,
染める,そめる,,染色，着色,,,
演習,えんしゅう,,练习、练习、机动,,,
管,かん,,管， 管,,,
国交,こっこう,,外交关系,,,
件,けん,,例如，先例，通常，说，上述，（人）有问题,,,
促進,そくしん,,促进、加速、鼓励、促进、鞭策,,,
照明,しょうめい,,照明,,,
労力,ろうりょく,,劳动、努力、辛劳、麻烦,,,
募る,つのる,,邀请、寻求帮助、参与等,,,
安静,あんせい,,休息,,,
負かす,まかす,,打败,,,
攻め,せめ,,攻击， 进攻,,,
布巾,ふきん,,茶巾、抹布,,,
並びに,ならびに,,和,,,
雨天,うてん,,雨天,,,
含嗽,がんそう,,漱口、漱口,,,
損なう,そこなう,,伤害，伤害，伤害，伤害，失败,,,
跨がる,またががる,,延伸到或跨过，跨过,,,
ガレージ,ガレージ,,车库（在房子里）,,,
連中,れんちゅう,,同事，公司，很多,,,
降伏,ごうぶく,,投降、投降、屈服,,,
戦術,せんじゅつ,,策略,,,
衣類,いるい,,衣服， 服装， 服装,,,
修了,しゅうりょう,,完成（课程）,,,
質疑,しつぎ,,问题,,,
作,さく,,一份工作，一份收获,,,
補強,ほきょう,,补偿、加固,,,
中腹,ちゅうふく,,恼怒，被冒犯,,,
待ち遠しい,まちどおしい,,期待,,,
釣鐘,つりがね,,吊铃,,,
止める,とめる,,停止，停止，结束,,,
カムバック,カムバック,,复出,,,
伜,せがれ,,儿子，我的儿子,,,
事柄,ことがら,,物质， 事物， 事务， 情况,,,
易い,やすい,,容易,,,
既婚,きこん,,结婚，已婚,,,
解除,かいじょ,,取消、撤销、释放、取消,,,
他方,たほう,,另一边，不同的方向，（在）另一边,,,
促す,うながす,,催促、催促、建议、要求、刺激、加快、煽动、邀请（注意）,,,
其では,それでは,,在那种情况下，那么......,,,
富,とみ,,财富，财富,,,
富豪,ふごう,,有钱人，百万富翁,,,
先天的,せんてんてき,,先验的、先天的、先天的、先天的、先天的、遗传的,,,
同感,どうかん,,同意，相同的意见，相同的感受，同情，同意,,,
刷り,すり,,印刷,,,
熱意,ねつい,,热忱，热情,,,
台本,だいほん,,剧本， 场景,,,
目蓋,めふた,,眼睑,,,
お喋り,おしゃべり,,喋喋不休，谈话，闲聊，聊天，闲聊，八卦，健谈，健谈，喋喋不休，喋喋不休,,,
オレンジ,オレンジ,,一个橙子,,,
天体,てんたい,,天体,,,
助詞,じょし,,粒子， 后置,,,
点検,てんけん,,检查，检查，检查,,,
処置,しょち,,治疗,,,
滞る,とどこおる,,停滞不前，被拖延,,,
受け止める,うけとめる,,接住，停止打击，做出反应，采取,,,
丸で,まるで,,相当，完全，完全，完全，好像，好像，可以这么说,,,
配偶者,はいぐうしゃ,,配偶、妻子、丈夫,,,
準じる,じゅんじる,,追随、顺应、适用,,,
和やか,なごやか,,温和、平静、温柔、安静、和谐,,,
付属,ふぞく,,附属、归属、附属、附属、附属、,,,
喜劇,きげき,,喜剧， 滑稽节目,,,
庁,ちょう,,堂,,,
出世,しゅっせ,,晋升、事业成功、出类拔萃,,,
少女,しょうじょ,,女儿， 年轻女士， 处女， 少女， 小女孩,,,
鈍感,どんかん,,头重脚轻，懒惰,,,
面白い,おもしろい,,有趣，有趣,,,
月謝,げっしゃ,,每月学费,,,
彼の,かれの,,那边,,,
金庫,きんこ,,保险箱、金库、金库、资金提供者,,,
腫れる,はれる,,肿胀（由炎症引起），变得肿胀,,,
傲る,おごる,,引以为豪,,,
不便,ふべん,,怜悯，怜悯,,,
成るべく,なるべく,,尽可能多,,,
海流,かいりゅう,,海流,,,
サンタクロース,サンタクロース,,圣诞老人,,,
着手,ちゃくしゅ,,登船、发射,,,
燃焼,ねんしょう,,燃烧、燃烧,,,
堤防,ていぼう,,银行，堰,,,
微量,びりょう,,微量，极少量,,,
抽選,ちゅうせん,,彩票、抽奖、抽签,,,
取り混ぜる,とりまぜる,,混合，放在一起,,,
勝る,まさる,,超越、超越、超越,,,
庶民,しょみん,,群众，老百姓,,,
城下,じょうか,,城堡附近的土地,,,
採決,さいけつ,,投票、点名,,,
サイズ,サイズ,,大小,,,
絨毯,じゅうたん,,地毯,,,
字,じ,,村庄的一部分,,,
其程,それほど,,在那个程度上，程度,,,
盾,たて,,盾牌、扣子、盾牌、借口,,,
此の,この,,这,,,
未婚,みこん,,未婚,,,
無礼,ぶれい,,不礼貌，粗鲁,,,
自立,じりつ,,独立、自力更生,,,
吐く,はく,,1. 呼吸， 2.说（谎言）， 3.呕吐，呕吐,,,
華美,かび,,盛况、辉煌、华丽,,,
追い出す,おいだす,,驱逐，驱逐,,,
仙,せん,,隐士，巫师,,,
戦力,せんりょく,,战争潜力,,,
規格,きかく,,标准、规范,,,
雛,ひな,,幼鸟， 小鸡， 娃娃,,,
遠回り,とおまわり,,绕行，迂回路,,,
給食,きゅうしょく,,学校午餐，提供膳食,,,
瞬き,まばたき,,眨眼，闪烁（星星），闪烁（光）,,,
合わす,あわす,,联合，面对，团结，对立，结合，连接，加起来，混合，匹配，到,,,
動的,どうてき,,动态， 动能,,,
規模,きぼ,,规模、范围、计划、结构,,,
詰る,つまる,,责备，责骂，劝说,,,
扉,とびら,,门， 打开,,,
然し,しかし,,然而，但是,,,
漏る,もる,,泄漏，用完,,,
家畜,かちく,,家畜、牲畜、牛,,,
油絵,あぶらえ,,油画,,,
傑,すぐる,,卓越,,,
念,ねん,,感觉， 想法， 思想， 感觉， 欲望， 关心， 注意， 关心,,,
正規,せいき,,正规的、合法的、正式的、既定的、合法的,,,
可成,かしげる,,相当，公平，相当,,,
法廷,ほうてい,,法庭,,,
洋風,ようふう,,西式,,,
寝かせる,ねかせる,,上床睡觉，躺下，发酵,,,
役,やく,,战争， 战役， 战斗,,,
揺さぶる,ゆさぶる,,摇晃，颠簸，摇晃，摇摆,,,
決まり悪い,きまりわるい,,感到尴尬，感到羞愧,,,
象,ぞう,,现象,,,
市,し,,市场， 公平,,,
免除,めんじょ,,豁免、免责、解除,,,
特有,とくゆう,,特征 （of）、特殊 （to）,,,
沿線,えんせん,,铁路沿线,,,
化合,かごう,,化合,,,
利点,りてん,,优势，点数,,,
入る,はいる,,进去，进去，进来，流进去，设置，设置,,,
打ち切る,うちきる,,停止、中止、中止、关闭,,,
決議,けつぎ,,决议、投票、决定,,,
配列,はいれつ,,排列、阵列（编程）,,,
彼此,ひし,,一件事或另一件事，这个和那个，这个或那个,,,
耐える,たえる,,承受，忍受,,,
科,か,,部门、科,,,
何と,なんと,,什么，如何，什么,,,
滅亡,めつぼう,,垮台，废墟，崩溃，破坏,,,
制約,せいやく,,限制、限制、条件、约束,,,
市街,しがい,,市区， 街道， 镇， 市,,,
萎む,しぼむ,,枯萎，褪色（消失），萎缩，枯萎,,,
矢,や,,箭,,,
育ち,そだち,,繁殖， 生长,,,
気兼ね,きがね,,犹豫不决，胆怯，感到束缚，害怕打扰某人，对做某事有所顾忌,,,
着,ちゃく,,服装柜台，到达..,,,
几帳面,きちょうめん,,有条不紊、准时、稳重,,,
同級,どうきゅう,,同年级，同班,,,
極めて,きわめて,,非常，非常,,,
眼球,がんきゅう,,眼球,,,
顔付き,かおつき,,（外）长相、特征、脸、面容、表情,,,
心中,しんじゅう,,双重自杀，恋人自杀,,,
ウェートレス,ウェートレス,,女服务生,,,
ご座います,ございます,,要（礼貌），要存在,,,
著,しる,,服装柜台，到达..,,,
名付ける,なづける,,命名（某人）,,,
未練,みれん,,挥之不去的感情、依恋、遗憾、不情愿,,,
投げ出す,なげだす,,扔掉，抛弃，牺牲，扔掉,,,
度忘れ,どわすれ,,失忆，暂时忘记,,,
感慨,かんがい,,强烈的感情，深沉的情感,,,
原作,げんさく,,原创作品,,,
拗れる,こじれる,,变得复杂，变得更糟,,,
退職,たいしょく,,退休（离职）,,,
結び付ける,むすびつける,,结合，连接，系上，打结,,,
受身,うけみ,,被动语态、被动语态,,,
呟く,つぶやく,,喃喃自语，喃喃自语,,,
資金,しきん,,资金、资本,,,
追い込む,おいこむ,,放牧，转弯，开车,,,
滲む,にじむ,,奔跑，模糊，传播，吸干，渗出,,,
百科事典,ひゃっかじてん,,百科全书,,,
公団,こうだん,,上市公司,,,
艶,つや,,迷人，迷人，性感,,,
増進,ぞうしん,,促进、增加、推进,,,
年鑑,ねんかん,,年鉴,,,
第,だい,,序数,,,
構える,かまえる,,设置,,,
レギュラー,レギュラー,,定期,,,
加工,かこう,,制造、加工、处理,,,
不況,ふきょう,,衰退、萧条、萧条,,,
働,どう,,工作，劳动,,,
茶の湯,ちゃのゆ,,茶道,,,
沈殿,ちんでん,,降水、沉降,,,
無効,むこう,,无效、无效、不可用,,,
計器,けいき,,仪表、仪表,,,
乗り換え,のりかえ,,换乘（火车、公共汽车等）,,,
奉仕,ほうし,,考勤、服务,,,
是正,ぜせい,,更正、修订,,,
素材,そざい,,原材料、标的物,,,
無念,むねん,,懊恼，后悔,,,
諄い,くどい,,冗长、进口、沉重（味道）,,,
澄ます,すます,,要清楚，要清楚，要不慌不忙，要看起来不在乎，要看起来端庄，要显得端庄，要显得端庄，要装腔作势,,,
木綿,こわた,,棉花,,,
告白,こくはく,,忏悔、承认,,,
産後,さんご,,产后、分娩后,,,
スチーム,スチーム,,蒸汽,,,
繁殖,はんしょく,,繁殖、繁殖、增加、繁殖,,,
分散,ぶんさん,,分散、分散、方差（统计）,,,
開催,かいさい,,开会、开展,,,
弾力,だんりょく,,弹性、柔韧性,,,
嘆く,なげく,,叹息，哀叹，悲伤,,,
臍,ほぞ,,肚脐，肚脐,,,
貫く,つらぬく,,通过,,,
産婦人科,さんふじんか,,妇产科,,,
鉄棒,てつぼう,,铁棒、撬棍、单杠（体操）,,,
牧師,ぼくし,,牧师、牧师、神职人员,,,
すばしこい,すばしこい,,灵活、智能、快速,,,
走行,そうこう,,驾驶轮式车辆（例如汽车），旅行,,,
獲得,かくとく,,取得、占有,,,
目覚しい,めざましい,,辉煌，灿烂，引人注目，非凡,,,
あざ笑う,あざわらう,,嘲笑，嘲笑,,,
脅かす,おびやかす,,威胁，胁迫,,,
期末,きまつ,,学期结束,,,
コメント,コメント,,评论,,,
然も,しかも,,兴致勃勃，满意,,,
葦,あし,,芦苇，蒲公英,,,
勧め,すすめ,,推荐、忠告、鼓励,,,
煩わしい,わずらわしい,,麻烦的、烦人的、复杂的,,,
辺り,あたり,,（在） 附近， 附近， 附近,,,
嫋か,たおやか,,柔软、灵活、有弹性,,,
配慮,はいりょ,,考虑、关注、深思熟虑,,,
強請る,ねだる,,挑逗，哄骗，拉拢，要求,,,
慌てる,あわてる,,变得困惑（不安、混乱、混乱）,,,
黄色,きいろ,,黄色,,,
ブザー,ブザー,,蜂鸣器,,,
先行,せんこう,,先行先行,,,
脂肪,しぼう,,脂肪、油脂、脂肪,,,
佐,さ,,帮助,,,
タイル,タイル,,瓦,,,
窮屈,きゅうくつ,,狭窄、紧绷、僵硬、僵硬、不安、正式、约束,,,
慣行,かんこう,,习俗、习惯、传统活动,,,
暴風,ぼうふう,,暴风雨， 暴风雨， 大风,,,
仰っしゃる,おっしゃっしゃる,,说，说，说，说,,,
稍,やや,,一点点，部分，有点，很短的时间，一会儿,,,
俺,おれ,,我（自我）（自夸的第一人称代词）,,,
転回,てんかい,,旋转， 旋转,,,
実,み,,真理、现实、真诚、忠诚、善良、信仰、实质、本质,,,
転校,てんこう,,换学校,,,
取り分,とりぶん,,特别是，最重要的是,,,
意地,いじ,,性格、精神、意志力、固执、骨气、食欲,,,
確保,かくほ,,保证、保证、维护、保险、安全,,,
ブーツ,ブーツ,,靴子,,,
液,えき,,液体，流体,,,
外相,がいしょう,,外交部长,,,
何も,なにも,,无,,,
当人,とうにん,,有关的人，所述人,,,
国産,こくさん,,国内产品,,,
侵略,しんりゃく,,侵略、入侵、突袭,,,
進み,すすみ,,进展,,,
賠償,ばいしょう,,赔偿、赔偿、补偿,,,
美術,びじゅつ,,艺术， 美术,,,
上空,じょうくう,,天空， 天空， 高空天空， 高空,,,
本気,ほんき,,严肃、真理、神圣,,,
控室,ひかえしつ,,候诊室,,,
参上,さんじょう,,拜访， 拜访,,,
一々,いちいち,,一个接一个，分别,,,
予想,よそう,,期望、预期、预测、预测,,,
救援,きゅうえん,,救济、救援、加固,,,
下吏,しもつかさ,,下级官员,,,
素っ気ない,そっけない,,冷、短、生硬、钝,,,
異議,いぎ,,反对、异议、抗议,,,
障る,さわる,,阻碍、干扰、影响、造成一种伤害、有害,,,
統制,とうせい,,调节、控制,,,
歪む,いがむ,,翘曲、转弯、偏转、歪斜、扭曲、弯曲、倾斜、倾斜、扭曲、扭曲、弯曲、扭曲、弯曲、倾斜、倾斜、弯曲,,,
付録,ふろく,,附录、补充,,,
依,よ,,根据,,,
ブルー,ブルー,,蓝,,,
濯ぐ,すすぐ,,冲洗，洗掉,,,
頑丈,がんじょう,,坚实、结实、粗壮、魁梧、强壮、结实,,,
名誉,めいよ,,荣誉、信誉、声望,,,
感度,かんど,,敏感性、严重程度（地震）,,,
持ち,もち,,1. 持有，充电，保持占有，负责， 2.耐磨性， 耐久性， 寿命， 拉伸， 3.使用量（SUFF）,,,
乗客,じょうきゃく,,乘客,,,
枠,わく,,框架、滑轨,,,
宛,あて,,收件人,,,
振興,しんこう,,促进、鼓励,,,
惜しむ,おしむ,,要节俭，要珍惜，要后悔,,,
スペース,スペース,,空间,,,
消耗,しょうもう,,疲惫，消耗,,,
小切手,こぎって,,支票、支票,,,
侵す,おかす,,入侵、袭击、侵入、侵犯、入侵,,,
大胆,だいたん,,大胆，大胆，大胆,,,
蛋白質,たんぱくしつ,,蛋白,,,
記名,きめい,,签名、注册,,,
証,あかし,,证明，证据,,,
排水,はいすい,,排水,,,
獲物,えもの,,游戏， 战利品， 奖杯,,,
婿,むこ,,女婿,,,
お洒落,おしゃれ,,衣着得体，衣着得体，有时尚意识的人,,,
栄える,さかえる,,繁荣，繁荣,,,
推進,すいしん,,推进力，驱动力,,,
招き,まねき,,邀请,,,
壮大,そうだい,,宏伟、宏伟、雄伟、灿烂,,,
代わる代わる,かわるかわる,,交互,,,
弁論,べんろん,,讨论，辩论，争论,,,
重んずる,おもんずる,,尊敬、尊重、尊敬、奖赏,,,
年生,としせい,,瞳孔在....年，学生在....年,,,
無邪気,むじゃき,,纯真，头脑简单,,,
梅干,うめぼし,,李子干,,,
仕掛け,しかけ,,设备， 技巧， 机制， 小工具， （小）规模， 半成品， 开始， 设置， 挑战,,,
提示,ていじ,,演示、展示、建议、引用,,,
懲りる,こりる,,从经验中学习，厌恶,,,
視点,してん,,意见、观点、视觉点,,,
万人,まんにん,,所有人，所有人，10000人,,,
零す,こぼす,,溢出,,,
軽蔑,けいべつ,,轻蔑，不屑,,,
棄権,きけん,,弃权，放弃权利,,,
病む,やむ,,生病，生病,,,
名産,めいさん,,值得注意的产品,,,
運命,うんめい,,命运,,,
集まる,あつまる,,聚集，收集，组装,,,
オープン,オープン,,打开,,,
判,はん,,尺寸（纸张或书籍）,,,
差額,さがく,,余额、差额、保证金,,,
鋸,のこ,,锯,,,
催す,もよおす,,举行（会议），给予（晚餐），感觉，表现出迹象，出现症状，感觉（生病）,,,
恥,はじ,,羞愧、尴尬,,,
馴らす,ならす,,驯化，驯服,,,
震わせる,ふるわせる,,颤抖，颤抖,,,
情,じょう,,感觉、情感、激情,,,
中程,なかほど,,中途、中途,,,
近視,きんし,,近视,,,
座標,ざひょう,,坐标,,,
暦,こよみ,,日历， 年历,,,
画期,がき,,划时代的,,,
万能,ばんのう,,万能、全能、无所不能,,,
及び,および,,以及,,,
夜具,やぐ,,床上用品,,,
付き合う,つきあう,,交往，陪伴，相处,,,
拵える,こしらえる,,制造，制造,,,
エレガント,エレガント,,优雅,,,
審査,しんさ,,评判、检查、检查、调查,,,
目付き,めつき,,看，眼神的表情，眼睛,,,
びっしょり,びっしょり,,湿透，湿透,,,
馴れ馴れしい,なれなれしい,,过于熟悉,,,
勧告,かんこく,,劝告、劝告、劝诫、推荐,,,
事業,じぎょう,,项目， 企业， 商业， 行业， 运营,,,
放棄,ほうき,,遗弃、放弃、退位（责任权）,,,
捕虜,ほりょ,,战俘（战争）,,,
傾ける,かたむける,,倾斜，列出，弯曲，倾斜，倾斜，倾斜，集中，毁灭（一个国家），以,,,
事項,じこう,,物质， 项目， 事实,,,
上司,じょうし,,上级，老板,,,
こだわる,こだわる,,大惊小怪，特别注意，关心,,,
目覚める,めざめる,,醒来,,,
極楽,ごくらく,,乐园,,,
叫び,さけび,,呐喊，尖叫，呐喊,,,
連盟,れんめい,,联盟， 联盟， 联盟,,,
不順,ふじゅん,,不规则、不合时宜,,,
ホース,ホース,,软管,,,
励む,はげむ,,要热心，要振作起来，要努力，要努力，要努力,,,
軽快,けいかい,,有节奏（如旋律）、休闲（如连衣裙）、轻盈、灵活,,,
過労,かろう,,过度劳累，劳损,,,
鼠,ねずみ,,1.小鼠，大鼠，2。深灰色，板岩色,,,
逸らす,そらす,,转身离开，避免,,,
ミュージック,ミュージック,,音乐,,,
