word,phonetic,pos,meaning,example,example_trans,image_url
agreement,əˈɡriːmənt,n.,n. 协议；同意，一致,,,
agricultural,ˌæɡrɪˈkʌltʃərəl,adj.,adj. 农业的；农艺的,,,
atlas,ˈætləs,n.,n. 地图集；寰椎,,,
alter,ˈɔːltə(r),vt.,vt. 改变，更改；vi. 改变；修改,,,
alternative energy,,, 替代能源；可替代能源；替代性能源,,,
altitude,ˈæltɪtjuːd,n.,n. 高地；高度；[数] 顶垂线；（等级和地位等的）高级；海拔,,,
ambition,æmˈbɪʃn,n.,n. 野心，雄心；抱负，志向；vt. 追求；有…野心,,,
ambulance,ˈæmbjələns,n.,n. [车辆][医] 救护车；战时流动医院,,,
amount,əˈmaʊnt,n.,n. 数量；总额，总数；vi. 总计，合计；相当于；共计；产生…结果,,,
angle,ˈæŋɡ(ə)l,n.,n. 角度，角，方面；vi. 钓鱼；谋取,,,
antifreeze,ˈæntifriːz,n.,n. [助剂] 防冻剂,,,
antibiotics,ˌæntibaɪˈɒtɪks,n.,n. [药] 抗生素；抗生学,,,
apologize,əˈpɒlədʒaɪz,vi.,vi. 道歉；辩解；赔不是；vt. 道歉；谢罪；辩白,,,
appearance,əˈpɪərəns,n.,n. 外貌，外观；出现，露面,,,
argument,ˈɑːɡjumənt,n.,n. 论证；论据；争吵；内容提要,,,
area,ˈeəriə,n.,n. 区域，地区；面积；范围,,,
artificial,ˌɑːtɪˈfɪʃl,adj.,adj. 人造的；仿造的；虚伪的；非原产地的；武断的,,,
articles,ˈɑːtɪk(ə)lz,n.,n. [语] 文章；物品；[法] 条款（article的复数）；[语] 冠词；v. 使受协议条款的约束；指控（article的三单形式）,,,
archives,'a:kaivz,n.,n. 档案，档案室；案卷（archive的复数）；v. 把…收集归档；把…存档（archive的三单形式）,,,
arrows,'ærəus,n.,n. 箭头,,,
aspiration,ˌæspəˈreɪʃ(ə)n,n.,n. 渴望；抱负；送气；吸气；吸引术,,,
assess,əˈses,vt.,vt. 评定；估价；对…征税,,,
assessment,əˈsesmənt,n.,n. 评定；估价,,,
assignment,əˈsaɪnmənt,n.,n. 分配；任务；作业；功课,,,
atoms,ˈætəmz,n.,n. [物] 原子（atom的复数）,,,
attack,əˈtæk,n.,n. 攻击；抨击；疾病发作；vt. 攻击；抨击；动手干；vi. 攻击；腐蚀,,,
attack humans,,,无,,,
audience,ˈɔːdiəns,n.,n. 观众；听众；读者；接见；正式会见；拜会,,,
aunt,ɑːnt,n.,n. 阿姨；姑妈；伯母；舅妈,,,
automobile,ˈɔːtəməbiːl,n.,n. 汽车；vt. 驾驶汽车；[ 过去式 automobiled 过去分词 automobiled 现在分词 automobiling ],,,
autumn,ˈɔːtəm,n.,n. 秋天；成熟期；渐衰期，凋落期；adj. 秋天的，秋季的,,,
authority,ɔːˈθɒrəti,n.,n. 权威；权力；当局,,,
average,ˈævərɪdʒ,n.,n. 平均；平均数；海损；adj. 平均的；普通的；通常的；vt. 算出…的平均数；将…平均分配；使…平衡；vi. 平均为；呈中间色,,,
bacteria,bækˈtɪəriə,n.,n. [微] 细菌,,,
badge,bædʒ,n.,n. 徽章；证章；标记；vt. 授给…徽章,,,
balance,ˈbæləns,n.,n. 平衡；余额；匀称；vt. 使平衡；结算；使相称；vi. 保持平衡；相称；抵销,,,
ball,bɔːl,n.,n. 球；舞会；vt. 捏成球形；vi. 成团块,,,
balloons,bəˈluːn,n.,n. 汽球（balloon的复数形式）；轻气球；v. 乘气球上升；如气球般膨胀（balloon的三单形式）,,,
bakery,ˈbeɪkəri,n.,n. 面包店,,,
ban,bæn,n.,n. 禁令，禁忌；vt. 禁止，取缔,,,
bananas,bə'nɑːnəz,n.,n. [园艺] 香蕉（banana的复数形式）,,,
banana ride,,,无,,,
barber shop,,n.,n. 理发店,,,
bargain,ˈbɑːɡən,n.,n. 交易；便宜货；契约；v. 讨价还价；议价；(谈价钱后)卖,,,
bar code,'bɑ:kəud,na.,na. (商品上示价的)条纹码,,,
barrier,ˈbæriə(r),n.,n. 障碍物，屏障；界线；vt. 把…关入栅栏,,,
baseball coach,,, 棒球教练,,,
basic,ˈbeɪsɪk,n.,n. 基础；要素；adj. 基本的；基础的,,,
battery,ˈbætri; ˈbætəri,n.,n. [电] 电池，蓄电池；n. [法]殴打；n. [军]炮台，炮位,,,
benefits,ˈbenɪfɪts,n.,"n. 利益, 收益；福利, 效益（benefit的复数形式）",,,
beer,bɪə(r),n.,n. 啤酒；vi. 喝啤酒,,,
blanket,ˈblæŋkɪt,n.,n. 毛毯，毯子；毯状物，覆盖层；adj. 总括的，全体的；没有限制的；vt. 覆盖，掩盖；用毯覆盖,,,
block,blɒk,n.,n. 块；街区；大厦；障碍物；adj. 成批的，大块的；交通堵塞的；vt. 阻止；阻塞；限制；封盖,,,
birth,bɜːθ,n.,n. 出生；血统，出身；起源,,,
birthday,ˈbɜːθdeɪ,n.,n. 生日，诞辰；诞生的日子,,,
brakes,breɪks,n.,n. [机][车辆] 刹车（brake的复数）；[机] 制动；刹车系统；v. [机][车辆] 刹车（brake的第三人称单数）；打碎,,,
brain,breɪn,n.,n. 头脑，智力；脑袋；vt. 猛击…的头部,,,
breathing,ˈbriːðɪŋ,n.,n. 呼吸；瞬间；微风；adj. 呼吸的；逼真的；v. 呼吸（breathe的现在分词）,,,
brilliant,ˈbrɪliənt,adj.,adj. 灿烂的，闪耀的；杰出的；有才气的；精彩的，绝妙的,,,
bright,braɪt,n.,n. 车头灯光；adj. 明亮的，鲜明的；聪明的；愉快的；adv. 明亮地；光明地；欢快地,,,
broad,brɔːd,n.,n. 宽阔部分；adj. 宽的，辽阔的；显著的；大概的；adv. 宽阔地,,,
broader,brɔːdə,adj.,adj. 广大的；一片的比较级,,,
brother-in-law,ˈbrʌðər ɪn lɔː,n.,n. 姐夫；妹夫；内弟；内兄；小叔；大伯；堂兄弟；表兄弟,,,
brushes,ˈbrʌʃɪz,n.,n. 刷子（brush的复数）；画笔；vt. 刷（brush的第三人称单数）,,,
boiler,ˈbɔɪlə(r),n.,n. 锅炉；烧水壶，热水器；盛热水器,,,
bonus,ˈbəʊnəs,n.,n. 奖金；红利；额外津贴,,,
booths,buːðz,n.,n. 展台；电话亭（booth的复数）,,,
boring,ˈbɔːrɪŋ,n.,n. 钻孔；adj. 无聊的；令人厌烦的；v. 钻孔；使厌烦；挖空（bore的ing形式）,,,
box,bɒks,n.,n. 箱，盒子；包厢；一拳；vt. 拳击；装…入盒中；打耳光；vi. 拳击,,,
bucket,ˈbʌkɪt,n.,n. 桶，水桶；铲斗；一桶的量；v. 倾盆而下；颠簸着行进,,,
budget,ˈbʌdʒɪt,n.,n. 预算，预算费；adj. 廉价的；vt. 安排，预定；把…编入预算；vi. 编预算，做预算,,,
built,bɪlt,v.,v. 建造（build的过去分词）；adj. 身段优美的；…建成的,,,
builder,ˈbɪldə(r),n.,n. 建筑者；建立者,,,
bunch,bʌntʃ,n.,n. 群；串；突出物；vt. 使成一串；使打褶；vi. 隆起；打褶；形成一串,,,
bushes,bʊʃɪz,n.,n. 灌木；丛林地带；小城镇（bush的复数）；v. 以灌木装饰；用耙耙平；使精疲力竭（bush的三单形式）,,,
butterflies,ˈbʌtəflaɪz,n.,n. 蝴蝶（butterfly的复数）,,,
burning time,,un.,un. 燃烧时间；工作时间,,,
cab,kæb,n.,n. 驾驶室；出租汽车；出租马车；vi. 乘出租马车（或汽车）,,,
canal,kəˈnæl,n.,n. 运河；[地理] 水道；[建] 管道；灌溉水渠；vt. 在…开凿运河,,,
canteen,kænˈtiːn,n.,n. 食堂，小卖部；水壶,,,
calendar,ˈkælɪndə(r),n.,n. 日历；[天] 历法；日程表；vt. 将…列入表中；将…排入日程表,,,
calculating,ˈkælkjuleɪtɪŋ,adj.,adj. 计算的；深谋远虑的；审慎的；v. 计算（calculate的ing形式）,,,
calm,kɑːm,n.,n. 风平浪静；adj. 静的，平静的；沉着的；vt. 使平静；使镇定；vi. 平静下来；镇定下来,,,
cap,kæp,n.,n. 盖；帽子；vt. 覆盖；胜过；给…戴帽；加盖于；vi. 脱帽致意,,,
capacities,,n.,n. 能力；容量；性能；生产量（capacity的复数）,,,
caravan,ˈkærəvæn,n.,n. （可供居住的）拖车，大篷车；（穿过沙漠地带的）旅行队（如商队）；<英>活动住宅；<美>移民列车；vi. 乘拖车度假；参加旅行队旅行,,,
carnival,ˈkɑːnɪv(ə)l,n.,n. 狂欢节，嘉年华会；饮宴狂欢,,,
carpenter,ˈkɑːpəntə(r),n.,n. 木匠，木工；vt. 制作；vi. 当木匠，做木匠工作,,,
carrots,ˈkærəts,n.,n. [园艺] 胡萝卜；红萝卜（carrot的复数形式）,,,
casual,ˈkæʒuəl,n.,n. 便装；临时工人；待命士兵；adj. 随便的；非正式的；临时的；偶然的,,,
catalogue,ˈkætəlɒɡ,n.,n. 目录；（美）大学情况一览；vt. 把…编入目录,,,
categories,ˈkætəɡəriz,n.,n. 类别（category的复数）；分类,,,
catering,ˈkeɪtərɪŋ,n.,n. 给养；承办酒席；提供饮食及服务；v. 备办食物（cater的ing形式）,,,
causes,ˈkɔːzɪz,n.,n. 原因；理由；事业；引起,,,
centimeter,ˈsentɪmiːtə(r),n.,n. [计量] 厘米；[计量] 公分,,,
celebrities,səˈlebrətiz,n.,n. 名人（celebrity的复数）；名誉,,,
ceremonies,'serɪmənɪz,n.,n. 仪式；典礼；礼节；客套（ceremony的复数形式）,,,
chalk,tʃɔːk,n.,n. 粉笔；白垩；用粉笔划的记号；adj. 用粉笔写的；vt. 用粉笔写；用白垩粉擦；记录；规划；vi. 变成白垩状,,,
chain,tʃeɪn,n.,n. 链；束缚；枷锁；vt. 束缚；囚禁；用铁链锁住,,,
character,ˈkærəktə(r),n.,n. 性格，品质；特性；角色；[计] 字符；vt. 印，刻；使具有特征,,,
charge,tʃɑːdʒ,n.,n. 费用；电荷；掌管；控告；命令；负载；vt. 使充电；使承担；指责；装载；对…索费；向…冲去；vi. 充电；控告；索价；向前冲；记在账上,,,
charity worker,,, 慈善工作者,,,
chess,tʃes,n.,n. 国际象棋，西洋棋,,,
chicken,ˈtʃɪkɪn,n.,n. 鸡肉；小鸡；胆小鬼，懦夫；adj. 鸡肉的；胆怯的；幼小的,,,
china stone,,na.,na. 做瓷器的石料,,,
choice,tʃɔɪs,n.,n. 选择；选择权；精选品；adj. 精选的；仔细推敲的,,,
choose,tʃuːz,vt.,vt. 选择，决定；vi. 选择，挑选,,,
choosing,tʃuːzɪŋ,v.,v. 选择；决定（choose的ing形式）,,,
classifying,ˈklæsɪfaɪɪŋ,v.,v. 把…分类；把…分等级（classify的ing形式）,,,
clever,ˈklevə(r),adj.,adj. 聪明的；机灵的；熟练的；[ 比较级cleverer 最高级 cleverest ],,,
client,ˈklaɪənt,n.,n. [经] 客户；顾客；委托人,,,
cliffs,klɪfs,n.,n. [地理] 悬崖，峭壁；陡岸（cliff的复数形式）,,,
cigar,sɪˈɡɑː(r),n.,n. 雪茄,,,
circles,'sɝklz,n.,n. 园；循环（circle的复数）；圆圈；v. 盘旋；环绕（circle的第三人称单数）；包围,,,
circulation,ˌsɜːkjəˈleɪʃn,n.,n. 流通，传播；循环；发行量,,,
craft,krɑːft,n.,n. 工艺；手艺；太空船；vt. 精巧地制作,,,
cream,kriːm,n.,n. 奶油，乳脂；精华；面霜；乳酪,,,
creature,ˈkriːtʃə(r),n.,n. 动物，生物；人；创造物,,,
critical,ˈkrɪtɪk(ə)l,adj.,adj. 鉴定的；[核] 临界的；批评的，爱挑剔的；危险的；决定性的；评论的,,,
crisis,ˈkraɪsɪs,n.,n. 危机；危险期；决定性时刻；adj. 危机的；用于处理危机的,,,
crocodiles,,n.,n. 鳄鱼( crocodile的名词复数 ); （做成皮革的）鳄鱼皮; 成对纵列行进的人（尤指儿童）,,,
crops,krɒps,n.,n. 农作物（crop的复数）；收成；[冶] 切头；v. 种植（crop的三单形式）；收割；修剪；产庄稼,,,
crown,kraʊn,n.,n. 王冠；花冠；王权；顶点；vt. 加冕；居…之顶；表彰；使圆满完成,,,
crying,ˈkraɪɪŋ,v.,v. 哭泣；喊叫；乞求（cry的ing形式）；adj. 叫喊的，嚎哭的；显著的,,,
coal,kəʊl,n.,n. 煤；煤块；木炭；vt. 给…加煤；把…烧成炭；vi. 上煤；加煤,,,
combination,ˌkɒmbɪˈneɪʃ(ə)n,n.,n. 结合；组合；联合；[化学] 化合,,,
comedy,ˈkɒmədi,n.,n. 喜剧；喜剧性；有趣的事情,,,
comfortable,ˈkʌmftəbl; ˈkʌmfətəbl,n.,n. 盖被；adj. 舒适的，舒服的,,,
comics,ˈkɒmɪks,n.,n. 漫画；连环画；喜剧演员（comic的复数形式）,,,
company,ˈkʌmpəni,n.,n. 公司；陪伴，同伴；连队；vt. 陪伴；vi. 交往,,,
complaints,,n.,n. 投诉（complaint的复数）；埋怨，抱怨,,,
complete,kəmˈpliːt,adj.,adj. 完整的；完全的；彻底的；vt. 完成,,,
complex,ˈkɒmpleks,n.,n. 复合体；综合设施；adj. 复杂的；合成的,,,
compulsory,kəmˈpʌlsəri,n.,n. （花样滑冰、竞技体操等的）规定动作；adj. 义务的；必修的；被强制的,,,
community,kəˈmjuːnəti,n.,n. 社区；[生态] 群落；共同体；团体,,,
comprehension,ˌkɒmprɪˈhenʃ(ə)n,n.,n. 理解；包含,,,
composers,,n.,n. 作曲家；作曲者（composer的复数形式）,,,
compounds,,n.,n. 混合物，化合物；大院（compound的复数形式）,,,
conclusions,kən'klʊʒənz,n.,n. 结论，总结；决定（conclusion的复数）,,,
confirm,kənˈfɜːm,vt.,vt. 确认；确定；证实；批准；使巩固,,,
condition,kənˈdɪʃn,n.,n. 条件；情况；环境；身份；vt. 决定；使适应；使健康；以…为条件,,,
consistent,kənˈsɪstənt,adj.,adj. 始终如一的，一致的；坚持的,,,
convenient,kənˈviːniənt,adj.,adj. 方便的；[废语]适当的；[口语]近便的；实用的,,,
coastline,ˈkəʊstlaɪn,n.,n. 海岸线,,,
coastal cities,,, 沿海城市；海边城市；滨海城市,,,
coconut,ˈkəʊkənʌt,n.,n. 椰子；椰子肉,,,
confusion,kənˈfjuːʒn,n.,n. 混淆，混乱；困惑,,,
consultant,kənˈsʌltənt,n.,n. 顾问；咨询者；会诊医生,,,
consumption,kənˈsʌmpʃn,n.,n. 消费；消耗；肺痨,,,
consumers,kənˈsjuːməz,n.,n. [经][生态] 消费者，消耗者；用户，顾客（consumer的复数）,,,
contact,ˈkɒntækt,n.,n. 接触，联系；vt. 使接触，联系；vi. 使接触，联系,,,
contact details,,, 联系方式；联络资料；联络方式,,,
contaminate,kənˈtæmɪneɪt,vt.,vt. 污染，弄脏,,,
context,ˈkɒntekst,n.,n. 环境；上下文；来龙去脉,,,
cooling down,,na.,na. “cool down”的现在分词；【体】准备活动,,,
correction,kəˈrekʃn,n.,n. 改正，修正,,,
corrupt,kəˈrʌpt,adj.,adj. 腐败的，贪污的；堕落的；vt. 使腐烂；使堕落，使恶化；vi. 堕落，腐化；腐烂,,,
cosmetics,kɒzˈmetɪks,n.,n. [化工] 化妆品（cosmetic的复数）；装饰品；v. 用化妆品打扮（cosmetic的三单形式）,,,
cotton,ˈkɒtn,n.,n. 棉花；棉布；棉线；adj. 棉的；棉制的；vi. 一致；理解；和谐；亲近,,,
council,ˈkaʊns(ə)l,n.,n. 委员会；会议；理事会；地方议会；顾问班子,,,
count,kaʊnt,n.,n. 计数；计算；伯爵；vt. 计算；认为；vi. 计数；有价值,,,
copies,ˈkɒpiz,n.,n. 副本（copy的复数）；复制品；打印份数，复印份数；v. 复印；复制（copy的三单形式）,,,
couple,ˈkʌp(ə)l,n.,n. 对；夫妇；数个；vt. 结合；连接；连合；vi. 结合；成婚,,,
cover,ˈkʌvə(r),n.,n. 封面，封皮；盖子；掩蔽物;幌子，借口；vt. 包括；采访，报导；涉及；vi. 覆盖；代替,,,
cup,kʌp,n.,n. 杯子；奖杯；酒杯；vt. 使成杯状；为…拔火罐,,,
curtains,ˈkɜːtənz,n.,n. [建] 窗帘（curtain的复数）；灾难,,,
cut,kʌt,n.,n. 伤口；切口；削减；（服装等的）式样；削球；切入；adj. 割下的；雕过的；缩减的；vt. [机] 切割；削减；缩短；刺痛；vi. [机] 切割；相交；切牌；停拍；不出席,,,
current,ˈkʌrənt,n.,n. （水，气，电）流；趋势；涌流；adj. 现在的；流通的，通用的；最近的；草写的,,,
curved,kɜːvd,n.,n. 倒弧角；adj. 弯曲的；弄弯的；vt. 弯曲（curve的过去式）,,,
daily routine,,na.,na. 日常工作,,,
damage,ˈdæmɪdʒ,vi.,vi. 损害；损毁；vt. 损害，毁坏；n. 损害；损毁；赔偿金,,,
damp,dæmp,n.,n. 潮湿，湿气；adj. 潮湿的；vt. 使潮湿；使阻尼；使沮丧，抑制；vi. 减幅，阻尼；变潮湿,,,
deadline,ˈdedlaɪn,n.,n. 截止期限，最后期限,,,
decade,ˈdekeɪd,n.,n. 十年，十年期；十,,,
decision,dɪˈsɪʒ(ə)n,n.,n. 决定，决心；决议,,,
decrease,dɪˈkriːs,n.,n. 减少，减小；减少量；vt. 减少，减小；vi. 减少，减小,,,
definition,ˌdefɪˈnɪʃn,n.,n. 定义；[物] 清晰度；解说,,,
degrees,dɪˈɡriːz,n.,n. 角度，学历；度数（degree的复数）,,,
delivery,dɪˈlɪvəri,n.,n. [贸易] 交付；分娩；递送,,,
depression,dɪˈpreʃn,n.,n. 沮丧；洼地；不景气；忧愁；低气压区,,,
demand,dɪˈmɑːnd,n.,n. [经] 需求；要求；需要；vt. 要求；需要；查询；vi. 需要；请求；查问,,,
democratic,ˌdeməˈkrætɪk,adj.,adj. 民主的；民主政治的；大众的,,,
demonstrations,,n.,n. 示范，展示（demonstration复数）,,,
density,ˈdensəti,n.,n. 密度,,,
desk lamp,desk læmp,na.,na. 台灯,,,
destroy,dɪˈstrɔɪ,vt.,vt. 破坏；消灭；毁坏,,,
detail,ˈdiːteɪl,n.,n. 细节，详情；vt. 详述；选派；vi. 画详图,,,
diamond,ˈdaɪmənd,n.,n. 钻石，金刚石；菱形；方块牌；adj. 菱形的；金刚钻的,,,
dictation,dɪkˈteɪʃ(ə)n,n.,n. 听写；口述；命令,,,
difficult,ˈdɪfɪkəlt,adj.,adj. 困难的；不随和的；执拗的,,,
different,ˈdɪfrənt,adj.,adj. 不同的；个别的，与众不同的,,,
digestion,daɪˈdʒestʃən; dɪˈdʒestʃən,n.,n. 消化；领悟,,,
director,dəˈrektə(r); daɪˈrektə(r),n.,n. 主任，主管；导演；人事助理,,,
dirt,dɜːt,n.,n. 污垢，泥土；灰尘，尘土；下流话,,,
discipline,ˈdɪsəplɪn,n.,n. 学科；纪律；训练；惩罚；vt. 训练，训导；惩戒,,,
dismiss,dɪsˈmɪs,vt.,vt. 解散；解雇；开除；让...离开；不予理会、不予考虑；vi. 解散,,,
disable people,,,无,,,
disappear,ˌdɪsəˈpɪə(r),vi.,vi. 消失；失踪；不复存在；vt. 使…不存在；使…消失,,,
dishwasher,ˈdɪʃwɒʃə(r),n.,n. 洗碗工；洗碟机,,,
distortion,dɪˈstɔːʃ(ə)n,n.,n. 变形；[物] 失真；扭曲；曲解,,,
distribute,dɪˈstrɪbjuːt,vt.,vt. 分配；散布；分开；把…分类,,,
distribution,ˌdɪstrɪˈbjuːʃn,n.,n. 分布；分配,,,
display,dɪˈspleɪ,n.,n. 显示；炫耀；vt. 显示；表现；陈列；adj. 展览的；陈列用的；vi. [动] 作炫耀行为,,,
district,ˈdɪstrɪkt,n.,n. 区域；地方；行政区,,,
drawing,ˈdrɔːɪŋ,n.,n. 图画；牵引；素描术；v. 绘画；吸引（draw的ing形式）；拖曳,,,
draft,drɑːft,n.,n. 汇票；草稿；选派；（尤指房间、烟囱、炉子等供暖系统中的）（小股）气流；vt. 起草；制定；征募；vi. 拟稿；绘样；作草图；adj. 初步画出或（写出）的；（设计、草图、提纲或版本）正在起草中的，草拟的；以草稿形式的；草图的,,,
dream,driːm,n.,n. 梦想，愿望；梦；adj. 梦的；理想的；不切实际的；vt. 梦想；做梦；想到；vi. 梦想；做梦，梦见；想到,,,
dress code,,n.,n. （工作时的）着装规定,,,
drop off,,na.,na. 同“drop”；睡着；(客)(一一)散去；衰落,,,
drought,draʊt,n.,n. 干旱；缺乏,,,
drugs,drʌɡz,n.,n. 毒品，[药] 药物,,,
doctors,,n.,n. [医] 医生（doctor的复数）；v. 为…诊治（doctor的单数第三人称）,,,
dogs,dɒɡz,n.,n. 狗（dog的复数）；瘦狗类；v. 紧紧跟踪；追猎；紧随（dog的第三人称单数）,,,
dolphins,ˈdɒlfɪnz,n.,n. [脊椎] 海豚；[水运] 系缆柱（dolphin的复数）,,,
donkeys,,n.,n. 驴( donkey的名词复数 ),,,
dome,dəʊm,n.,n. 圆屋顶；vi. 成圆顶状；vt. 加圆屋顶于…上,,,
domestic,dəˈmestɪk,n.,n. 国货；佣人；adj. 国内的；家庭的；驯养的；一心只管家务的,,,
duck,dʌk,n.,n. 鸭子；鸭肉；（英）宝贝儿；零分；vt. 躲避；猛按…入水；vi. 闪避；没入水中,,,
duration,djuˈreɪʃn,n.,n. 持续，持续的时间，期间；[语音学]音长，音延,,,
dust bag,dʌst bæɡ,un.,un. 集尘袋；收尘袋,,,
earning,ˈɜːnɪŋ,n.,n. 收入；所赚的钱；v. 赚得( earn的现在分词 )；挣钱；生（利）；获（利）,,,
earth,ɜːθ,n.,n. 地球；地表，陆地；土地，土壤；尘事，俗事；兽穴；vt. 把（电线）[电] 接地；盖（土）；追赶入洞穴；vi. 躲进地洞,,,
Eco-system,,abbr.,abbr. ecological system 生态学系统; economic system 经济学系统,,,
edges,,n.,n. [地质] 边缘；边界；优势（edge的复数）；v. 挤进；侧身移动（edge的三单形式）,,,
editor,ˈedɪtə(r),n.,n. 编者，编辑；社论撰写人；编辑装置,,,
effect,ɪˈfekt,n.,n. 影响；效果；作用；vt. 产生；达到目的,,,
effectiveness,ɪˈfektɪvnəs,n.,n. 效力,,,
efficiency,ɪˈfɪʃ(ə)nsi,n.,n. 效率；效能；功效,,,
elastic,ɪˈlæstɪk,n.,n. 松紧带；橡皮圈；adj. 有弹性的；灵活的；易伸缩的,,,
elephants,ˈelɪfənts,n.,n. 大象（elephant的复数）,,,
elevator,ˈelɪveɪtə(r),n.,n. 电梯；升降机；升降舵；起卸机,,,
empty,ˈempti,n.,n. 空车；空的东西；adj. 空的；无意义的；无知的；徒劳的；vt. 使失去；使…成为空的；vi. 成为空的；流空,,,
encourage,ɪnˈkʌrɪdʒ,vt.,vt. 鼓励，怂恿；激励；支持,,,
enlargement,ɪnˈlɑːdʒmənt,n.,n. 放大；放大的照片；增补物,,,
enjoy,ɪnˈdʒɔɪ,vt.,vt. 欣赏，享受；喜爱；使过得快活,,,
enjoyable,ɪnˈdʒɔɪəbl,adj.,adj. 快乐的；有乐趣的；令人愉快的,,,
entire,ɪnˈtaɪə(r),adj.,adj. 全部的，整个的；全体的,,,
equal,ˈiːkwəl,n.,n. 对手；匹敌；同辈；相等的事物；adj. 平等的；相等的；胜任的；vt. 等于；比得上,,,
error message,,n.,n. 错误信息（在计算机屏幕上出现，表示有错误）,,,
erosion,ɪˈrəʊʒ(ə)n,n.,n. 侵蚀，腐蚀,,,
E-ticket,ˈiː tɪkɪt,n.,n. 电子票,,,
experiment,ɪkˈsperɪmənt,n.,n. 实验，试验；尝试；vi. 尝试；进行实验,,,
external,ɪkˈstɜːn(ə)l,n.,n. 外部；外观；外面；adj. 外部的；表面的；[药] 外用的；外国的；外面的,,,
evidence,ˈevɪdəns,n.,n. 证据，证明；迹象；明显；vt. 证明,,,
evolution,ˌiːvəˈluːʃ(ə)n,n.,n. 演变；进化论；进展,,,
exam,ɪɡˈzæm,n.,n. 考试；测验,,,
exam preparation,,,无,,,
exercise,ˈeksəsaɪz,n.,n. 运动；练习；运用；操练；礼拜；典礼；vt. 锻炼；练习；使用；使忙碌；使惊恐；vi. 运动；练习,,,
excellent,ˈeksələnt,adj.,adj. 卓越的；极好的；杰出的,,,
excitement,ɪkˈsaɪtmənt,n.,n. 兴奋；刺激；令人兴奋的事物,,,
expansion,ɪkˈspænʃ(ə)n,n.,n. 膨胀；阐述；扩张物,,,
expert,ˈekspɜːt,n.,n. 专家；行家；能手；adj. 熟练的；内行的；老练的；vt. 当专家；在…中当行家,,,
expect,ɪkˈspekt,vi.,vi. 期待；预期；vt. 期望；指望；认为；预料,,,
expectations,ˌekspekˈteɪʃ(ə)nz,n.,n. [数] 期望；预期；[数] 期望值（expectation的复数形式）,,,
express trains,,, T字头特快；快速列车；有分快车,,,
explain,ɪkˈspleɪn,v.,v. 说明；解释,,,
explanation,ˌekspləˈneɪʃ(ə)n,n.,n. 说明，解释；辩解,,,
explode,ɪkˈspləʊd,vi.,vi. 爆炸，爆发；激增；vt. 使爆炸；爆炸；推翻,,,
explosion,ɪkˈspləʊʒ(ə)n,n.,n. 爆炸；爆发；激增,,,
exploration,ˌekspləˈreɪʃ(ə)n,n.,n. 探测；探究；踏勘,,,
expose,ɪkˈspəʊz,vt.,vt. 揭露，揭发；使曝光；显示,,,
export,ɪkˈspɔːt; ˈekspɔːt,n.,n. 输出，出口；出口商品；vt. 输出，出口；vi. 输出物资,,,
face,feɪs,n.,n. 脸；表面；面子；面容；外观；威信；vi. 向；朝；vt. 面对；面向；承认；抹盖,,,
face painting,,, 画脸；脸部彩绘；面部彩绘,,,
facilities,fəˈsɪlətiz,n.,n. 设施；工具，设备,,,
fact,fækt,n.,n. 事实；实际；真相,,,
fair,feə(r),n.,n. 展览会；市集；美人；adj. 公平的；美丽的，白皙的；[气象] 晴朗的；vi. 转晴；adv. 公平地；直接地；清楚地,,,
famous author,,,无,,,
fan,fæn,n.,n. 迷；风扇；爱好者；vt. 煽动；刺激；吹拂；vi. 成扇形散开；飘动,,,
fancy dress,ˌfænsi ˈdres,n.,n. 化装服；化装舞会服,,,
fast food shop,,,无,,,
faxing,ˈfæksɪŋ,v.,v. 传真传输( fax的现在分词 ); 传真（文档、信件等）,,,
feathers,,n.,n. 羽毛（feather的复数）；翅膀；羽状裂缝；v. 为…装上羽毛；给…以薄边；使桨与水面平行；长羽毛（feather的三单形式）,,,
feeling,ˈfiːlɪŋ,n.,n. 感觉，触觉；感情，情绪；同情；v. 感觉；认为（feel的现在分词）；触摸；adj. 有感觉的；有同情心的；富于感情的,,,
fell,fel,n.,n. [林] 一季所伐的木材；折缝；兽皮；v. 掉下；摔倒；下垂；变坏（fall的过去式）；adj. 凶猛的；毁灭性的；vt. 砍伐；打倒；击倒,,,
female,ˈfiːmeɪl,n.,n. 女人；[动] 雌性动物；adj. 女性的；雌性的；柔弱的，柔和的,,,
fence,fens,n.,n. 栅栏；围墙；剑术；vt. 防护；用篱笆围住；练习剑术；vi. 击剑；搪塞；围以栅栏；跳过栅栏,,,
flashing,ˈflæʃɪŋ,n.,n. 闪光；防水板；遮雨板；adj. 闪烁的；闪光的,,,
flash light,,n.,n. 闪光灯,,,
flavor,ˈfleɪvə(r),n.,n. 情味，风味；香料；滋味；vt. 加味于,,,
flies,flaɪz,n.,n. 苍蝇（fly的复数）；舞台上空，吊景区；裤子前面的开口；v. 飞行；时间飞逝；乘飞机；飘动（fly的第三人称单数）,,,
flu,fluː,n.,n. 流感,,,
fluctuate,ˈflʌktʃueɪt,vi.,vi. 波动；涨落；动摇；vt. 使波动；使动摇,,,
fluent,ˈfluːənt,adj.,adj. 流畅的，流利的；液态的；畅流的,,,
fluids,,n.,n. [流] 流体（fluid的复数形式）；[物] 液体,,,
flute,fluːt,n.,n. 长笛；【工程设计】(刀具的)出屑槽；vt. 用长笛吹奏；vi. 吹长笛,,,
