word,phonetic,pos,meaning,example,example_trans,image_url
liter,ˈli:tə(r),n.,n. 升； 公升【美】,,,
litter,'lɪtə,v.,v. 乱丢杂物,,,
little less least,ˈlɪt(ə)l,a.,"a.小的,少的 ad. 很少地, 稍许 n.没有多少,一点【比较级 最高级】",,,
live,laɪv；lɪv,vi.,"vi. 生活;居住;活着 a. 活的,活着的;实况,现场（直播）的",,,
lively,'laɪvlɪ,a.,a. 活泼的;充满生气的,,,
living,'lɪvɪŋ,a.,a. 活着的 n. 生计,,,
load,loud,n.,n. 担子，货物,,,
loaf,ləʊf,n.,n. 一个面包,,,
local,'ləʊk(ə)l,a.,a. 当地的；地方的,,,
lock,lɒk,n.,n. 锁 vt. 锁，锁上,,,
locust,'ləʊkəst,n.,n. 蝗虫,,,
London,ˈlʌndən,n.,n. 伦敦,,,
lonely,'ləʊnlɪ,a.,a. 孤独的，寂寞的,,,
long,lɒŋ,a.,a. 长的，远 ad. 长久,,,
look,lʊk,n.,n. 看，瞧 v. 看，观看 v. link 看起来,,,
loose,luːs,a.,a. 松散的； 宽松的,,,
lorry,'lɒrɪ,n.,n.（英）运货汽车，卡车,,,
loss,lɒs,n.,n. 丧失；损耗,,,
lose lost lost,luːz,vt.,vt. 失去，丢失 【一般现在 过去式 过去分词】,,,
Lost & Found,lɔst; (US) lɔːst,,失物招领处,,,
lot,lɒt,n.,n. 许多，好些,,,
loud,laʊd,a.,a. 大声的,,,
loudly,'laʊdlɪ,ad.,ad. 大声地,,,
loudspeaker,laʊd'spiːkə,n.,n. 扬声器，喇叭,,,
lounge,laundʒ,n.,n. 休息厅；休息室,,,
love,lʌv,n.,n.& vt. 爱；热爱;很喜欢,,,
lovely,'lʌvlɪ,a.,a. 美好的，可爱的,,,
low,ləʊ,a.,a.& ad. 低；矮,,,
luck,lʌk,n.,n. 运气，好运,,,
lucky,'lʌkɪ,a.,a. 运气好，侥幸,,,
luggage,'lʌgɪdʒ,n.,n. (总称)行李,,,
lunch,lʌn(t)ʃ,n.,n. 午餐，午饭,,,
lung,lʌŋ,n.,n. 肺；肺脏,,,
machine,mə'ʃiːn,n.,n. 机器,,,
mad,mæd,a.,a. 发疯的；生气的,,,
madam/ madame,ˈmædəm,n.,"n. 夫人,女士",,,
magazine,mægə'ziːn,n.,n. 杂志,,,
magic,'mædʒɪk,a.,a. 有魔力的,,,
maid,meɪd,n.,n. 女仆；侍女,,,
mail,meɪl,n.,"n. 邮政,邮递 v. (美)邮寄",,,
mailbox,'meɪlbɒks,n.,n. 邮筒；邮箱,,,
main,meɪn,a.,a. 主要的,,,
mainland,'meɪnlənd; -lænd,n.,n. 大陆,,,
major,'meɪdʒər,a.,a. 较大的；主要的,,,
majority,mə'dʒɒrɪtɪ,n.,n. 大多数 ,,,
make made made,meɪk,vt.,"vt.制造,做;使得 n. 样式；制造 【一般现在 过去式 过去分词】",,,
male,meɪl,a.,a. 男（性）的；雄的,,,
man men,mæn,n.,n. 成年男人;人类【单数 复数】,,,
manage,'mænɪdʒ,v.,v. 管理；设法对付,,,
manager,'mænɪdʒə,n.,n. 经理,,,
mankind,",mæn'kaɪnd",n.,n. 人类;（总称）人,,,
man-made,mæn- meɪd,a.,a. 人造的，人工的【连字符】,,,
manner,'mænər,n.,n. 方式，态度，举止,,,
table manners,ˈteɪb(ə)l ˈmænə(r) z,,餐桌礼节，用餐的规矩,,,
many more most,ˈmenɪ,pron.,pron. 许多人（或物）a. 许多的【比较级 最高级】,,,
map,mæp,n.,n. 地图,,,
maple,'meɪp(ə)l,n.,n. 枫树,,,
maple leaves,ˈmeɪp(ə)l-li:vz,,枫叶,,,
marathon,'mærəθ(ə)n,n.,n. 马拉松,,,
marble,'mɑːrbl,n.,n. 大理石；玻璃弹子,,,
march,mɑːrtʃ,n.,n. 游行，行进,,,
mark,mɑːk,n.,"n.标记 vt.标明,作记号于",,,
market,'mɑːkɪt,n.,n. 市场，集市,,,
marriage,'mærɪdʒ,n.,n. 结婚，婚姻,,,
married,'mærɪd,a.,a. 已婚的,,,
marry,'mærɪ,v.,v.（使）成婚，结婚,,,
mask,mæsk,n.,n. 口罩；面罩(具)；遮盖物 v. 戴面具；掩饰；伪装,,,
mass,mæs,n.,n. 众多;大量;（复）群众,,,
master,'mɑːstə,vt.,vt. 精通，掌握,,,
mat,mæt,n.,n. 垫子,,,
match,mætʃ,vt.,vt. 使相配，使成对 n. 比赛，竞赛 n. 火柴,,,
material,mə'tɪriəl,n.,n. 材料，原料,,,
mathematics =math / maths,mæθəˈmætɪks,n.,"n.（常作单数用）数学, (英美口语) 数学",,,
matter,'mætə,n.,"n. 要紧事，要紧, 事情；问题 vi. 要紧，有重大关系",,,
mature,mə'tʃur,a.,a. 成熟的,,,
maximum,'mæksɪməm,a.,a.& n. 最大量(的)； 最大限度(的),,,
may modal,meɪ ˈməʊd(ə)l,v.,"v. 可以;也许,可能",,,
May,meɪ,n.,n. 5月,,,
maybe,'meɪbiː; -bɪ,ad.,ad. 可能，大概，也许,,,
me,miː,pron.,pron. 我（宾格）,,,
meal,miːl,n.,n. 一餐（饭） ,,,
mean meant meant,miːn,vt.,"vt.意思,意指 【一般现在 过去式 过去分词】",,,
meaning,'miːnɪŋ,n.,n. 意思，含意,,,
means,miːnz,n.,n. 方法，手段；财产,,,
meanwhile,'miːnwaɪl,ad.,ad. 同时,,,
measure,'meʒər,v.,v. 量,,,
meat,miːt,n.,n.（猪、牛、羊等的）肉,,,
medal,'med(ə)l,n.,n. 奖牌,,,
gold medal,ɡəʊld ˈmed(ə)l,,金牌,,,
media,ˈmiːdɪə,n.,n. 大众传播媒介,,,
medical,'medɪk(ə)l,a.,a. 医学的，医疗的,,,
medicine,ˈmedsn,n.,n. 药,,,
medium,'miːdiəm,n.,"n.媒体,中间的,中等的",,,
meet met met,miːt,vt.,vt./ n. 遇见，见到 会；集会 【一般现在 过去式 过去分词】,,,
meeting,'miːtɪŋ,n.,"n.会,集会,会见,汇合点",,,
melon,'melən,n.,n. （甜）瓜；瓜状物,,,
member,'membə,n.,n. 成员，会员,,,
memorial,mə'mɔːrɪəl,n.,n. 纪念馆,,,
memory,'mem(ə)rɪ,n.,n. 回忆，记忆,,,
memorize,'meməraɪz,v.,v. 记忆,,,
mend,mend,v.,v. 修理，修补,,,
mental,'mentl,a.,a. 精神的；脑力的,,,
mentally,'ment(ə)lɪ,ad.,ad. 精神上；智力上,,,
mention,'menʃ(ə)n,n.,n. 提及；记载 vt. 提到，说起；提名表扬,,,
menu,'menjuː,n.,n. 菜单,,,
merchant,'mɜːrtʃənt,a.,a. 商业的；商人的 n. 商人；生意人,,,
merciful,'mɜːsɪfʊl; -f(ə)l,a.,a. 仁慈的；宽大的,,,
mercy,'mɜːrsi,n.,n. 怜悯,,,
merely,'mɪəlɪ,ad.,ad. 仅仅，只不过,,,
merry,'merɪ,a.,a. 高兴的，愉快的,,,
mess,mes,n.,n. 凌乱,,,
message,'mesɪdʒ,n.,n. 消息，音信,,,
messy,'mesɪ,a.,a. 乱七八糟的,,,
metal,'met(ə)l,n.,n. 金属 a. 金属制成的,,,
method,'meθəd,n.,n. 方法，办法,,,
metre,'mi:tə(r),n.,n. 米，公尺【英】,,,
meter,'mitɚ,n.,n. 米，公尺【美】,,,
Mexican,'meksɪkən,a.,a. 墨西哥的,,,
Mexico,'meksɪkəʊ,,* n. 墨西哥,,,
microcomputer,"'maɪkrə(ʊ)kɒm,pjuːtə",n.,n. 微机,,,
microscope,'maɪkrəskəup,n.,n. 显微镜,,,
microwave,'maɪkrəweɪv,n.,n. 微波,,,
mid-autumn,mɪd- ˈɔːtəm,n.,n. 中秋【连字符】,,,
midday,mɪd'deɪ,n.,"n. 中午, 正午",,,
middle,'mɪd(ə)l,n.,n. 中间;当中;中级的,,,
Middle East,ˈmɪd(ə)l iːst,n.,n. 中东,,,
midnight,'mɪdnaɪt,n.,n. 午夜,,,
might,maɪt,v.,v. aux. (may的过去式，助动词) 可能，也许，或许,,,
mild,maɪld,a.,"a. 温和,暖和的,凉爽的",,,
mile,maɪl,n.,n. 英里,,,
milk,mɪlk,n.,n. 牛奶 vt. 挤奶,,,
million,'mɪljən,num.,num. 百万 n. 百万个（人或物）,,,
millionaire,mɪljə'neə,n.,n. 百万富翁,,,
mind,maɪnd,n.,"n. 思想,想法 v.介意,关心",,,
mine,maɪn,n.,"n.矿藏,矿山vt.开采(矿物) pron. 我的",,,
mineral,'mɪn(ə)r(ə)l,n.,n. 矿物质，矿物,,,
minibus,'mɪnɪbʌs,n.,n. 小型公共汽车,,,
minimum,'mɪnɪməm,a.,a.最小的,,,
miniskirt,'mɪnɪskɜːt,n.,n. 超短裙,,,
minister,'mɪnɪstə,n.,n. 部长；牧师,,,
ministry,'mɪnɪstrɪ,n.,n.（政府的）部,,,
minority,maɪ'nɔːrəti,n.,n. 少数；少数民族,,,
minus,'maɪnəs,prep.,prep. & a.负的，减去的,,,
minute,'mɪnɪt,n.,n. 分钟;一会儿，瞬间,,,
mirror,'mɪrə,n.,n. 镜子,,,
miss,mɪs,vt.,vt. 失去，错过，缺,,,
Miss.,mɪs,n.,"n.小姐,女士(称呼未婚妇女)",,,
missile,'mɪsl,,n 导弹,,,
mist,mɪst,n.,n. 雾,,,
mistake mistook mistaken,mɪsˈteɪk,n.,n. 错误 vt. 弄错 【一般现在 过去式 过去分词】,,,
mistaken,mɪ'steɪk(ə)n,a.,a. 错误的,,,
misunderstand,",mɪsʌndə'stænd",v.,v. 误会；不理解,,,
mix,mɪks,v.,v. 混合，搅拌,,,
mixture,'mɪkstʃə,n.,n. 混合物,,,
millimetre,ˈmɪlimiːtə(r),n.,n. 毫米,,,
mobile,'moubl,a.,a. 活动的，可移动的,,,
mobile phone,ˈməʊbaɪl fəʊn,,手提电话，手机,,,
model,'mɒdl,n.,"n.模型,原形,范例,模范",,,
modem,'moudem,n.,n. 调制解调器,,,
modern,'mɒd(ə)n,a.,a. 现代的,,,
modest,'mɑːdɪst,a.,a. 谦虚的；谦逊的,,,
Mom =Mum,mɒm,n.,n. 妈妈,,,
moment,'məʊm(ə)nt,n.,n. 片刻，瞬间,,,
mommy = mummy,ˈmɔmɪ,n.,n. 妈妈（美）,,,
Monday,ˈmʌndeɪ; ˈmʌndi,n.,n. 星期一,,,
money,'mʌnɪ,n.,n. 钱；货币,,,
monitor,'mɒnɪtə,n.,n. （班级内的）班长；纠察生；监视器,,,
monkey,'mʌŋkɪ,n.,n. 猴子,,,
month,mʌnθ,n.,n. 月，月份,,,
monument,'mɑːnjumənt,n.,n. 纪念碑，纪念物,,,
moon,muːn,n.,n. 月球；月光；月状物,,,
moon cake,muːn keɪk,n.,n. 月饼,,,
mop,mɒp,n.,n. / v. 拖把 拖地,,,
moral,'mɔːrəl,a.,"a.道德的 n.寓意,道德启示",,,
more,mɔː,a.,a./ ad.另外的；附加的；较多的再；另外；而且；更 n. 更多的量；另外的一些（much或many 的比较级）,,,
morning,'mɔːnɪŋ,n.,n. 早晨，上午,,,
Moscow,'mɔskəʊ,n.,n. 莫斯科,,,
Moslem,'mɒzləm,n.,"n. 伊斯兰教徒,回教徒",,,
Mosquito,mɒ'skiːtəʊ,n.,n.蚊子,,,
most,məʊst,a.,"a. & ad.最多 n.大部分,大多数",,,
mother,'mʌðə,n.,n. 母亲,,,
motherland,'mʌðəlænd,n.,n. 祖国,,,
motivation,məʊtɪ'veɪʃ(ə)n,n.,n. （做事的）动机,,,
motor,'moutər,n.,n. 发动机，马达,,,
motorbike,'məʊtəbaɪk,n.,n. 摩托车,,,
motorcycle,'məʊtəsaɪk(ə)l,n.,n. 摩托车,,,
motto,'mɑːtou,n.,n. 箴言，格言,,,
mountain,ˈmaʊntən,n.,n. 山，山脉,,,
mountainous,'mauntənəs,a.,a. 多山的,,,
mourn,mɔːn,vt.,vt. 哀痛； 哀悼,,,
mouse mice,maʊs,n.,n. 鼠，耗子；（计算机）鼠标【单数 复数】,,,
moustache,mə'stɑːʃ,n.,n. 小胡子,,,
mouth,maʊθ,n.,n. 嘴，口,,,
mouthful,'maʊθfʊl; -f(ə)l,n.,n. 满口，一口,,,
from mouth to mouth,,ad.,ad. 口口相传；人传人地,,,
move,muːv,v.,v. 移动，搬动，搬家,,,
movement,'muːvm(ə)nt,n.,n. 运动，活动,,,
movie,'muːvɪ,n.,n.（口语）电影,,,
Mr.,'mistə,n.,n. 先生（用于姓名前）,,,
Mrs.,'misiz,n.,"n. 夫人, 太太（称呼已婚妇女）",,,
Ms.,miz,n.,n. 女士(用在婚姻状况不明的女子姓名前),,,
much more most,mʌtʃ,a.,a. 许多的，大量的 ad. 非常；更加 n. 许多，大量，非常【比较级 最高级】,,,
mud,mʌd,n.,"n. 泥, 泥浆",,,
muddy,'mʌdɪ,a.,a. 泥泞的,,,
multiply,'mʌltɪplaɪ,vt.,vt. 乘；使相乘,,,
murder,'mɜːdə,vt.,vt. 谋杀,,,
museum,mjuː'zɪəm,n.,n. 博物馆，博物院,,,
mushroom,'mʌʃrum,n.,n. 蘑菇,,,
music,'mjuːzɪk,n.,n. 音乐，乐曲,,,
musical,'mjuːzɪk(ə)l,a.,a. 音乐的，爱好音乐的 n. 音乐片,,,
musician,mjuː'zɪʃ(ə)n,n.,n. 音乐家，乐师,,,
must modal,mʌst ˈməʊd(ə)l,v.,"v.必须,应当;必定是",,,
mustard,'mʌstəd,n.,n. 芥末，芥子粉,,,
mutton,'mʌt(ə)n,n.,n. 羊肉,,,
my,maɪ,pron.,pron. 我的,,,
myself,maɪ'self,pron.,pron. 我自己,,,
nail,neɪl,n.,n. 钉，钉子,,,
name,neɪm,n.,"n. 名字,姓名,名称 vt. 命名,名叫",,,
narrow,'nærəʊ,a.,a. 狭窄的,,,
nation,'neɪʃ(ə)n,n.,n. 民族，国家,,,
national,'næʃ(ə)n(ə)l,a.,"a. 国家的,全国性的，民族的",,,
nationality,ˌnæʃə'næləti,n.,n. 国籍,,,
nationwide,'neɪʃ(ə)nwaɪd; -'waɪd,ad.,"ad.全国范围内的,全国性的",,,
native,'neɪtɪv,a.,a. 本土的，本国的,,,
natural,ˈnætʃrəl,a.,a. 自然的,,,
nature,'neɪtʃə,n.,"n. 自然, 性质，种类",,,
navy,'neɪvɪ,n.,n. 海军,,,
near,nɪə,a.,a. 近的 ad. 附近，邻近 prep. 在……附近，靠近,,,
nearby,'nɪəbaɪ,a.,a. 附近的,,,
nearly,'nɪəlɪ,ad.,ad. 将近，几乎,,,
neat,niːt,a.,a. 整洁的；灵巧的,,,
necessary,ˈnesɪsərɪ,a.,a. 必需的，必要的,,,
neck,nek,n.,n. 颈，脖子,,,
necklace,'neklɪs,n.,n. 项链,,,
necktie,'nektaɪ,n.,n. 领带，领花,,,
need,niːd,n.,"n. 需要,需求aux.& v.需要,必须",,,
needle,'niːd(ə)l,n.,n. 针,,,
negotiate,nɪ'gouʃieɪt,v.,v.谈判，协商,,,
neighbour,'neɪbə,n.,n. 邻居，邻人【英】,,,
neighbor,'neɪbə,n.,n. 邻居，邻人 【美】,,,
neighbourhood,ˈneɪbəhʊd,n.,n. 四邻；邻近地区 (美neighborhood),,,
neither,ˈnaɪðə; ˈniːðə,a.,a. （两者）都不;也不,,,
nephew,'nefjuː; 'nevjuː,n.,n. 侄子，外甥,,,
nervous,'nɜːvəs,a.,a. 紧张不安的,,,
nest,nest,n.,n. 巢；窝,,,
net,net,n.,n. 网,,,
network,'netwɜːk,n.,n. 网络，网状系统,,,
never,'nevə,ad.,ad. 决不，从来没有,,,
new,njuː,a.,a. 新的；新鲜的,,,
New York,njuː jɔːk,n.,n. 纽约,,,
New Zealand,njuː ˈzi:lənd,,* n. 新西兰,,,
New Zealander,njuː ˈzi:ləndə,n.,n. 新西兰人,,,
news,njuːz,n.,n. 新闻，消息,,,
newspaper,'njuːzpeɪpə; 'njuːs-,n.,n. 报纸,,,
next,nekst,a.,a. 最近的，紧挨着的，隔壁的；下一次 ad. 随后，然后，下一步 n. 下一个人（东西）,,,
nice,naɪs,a.,a.令人愉快;好的漂亮的,,,
niece,niːs,n.,n. 侄女，甥女,,,
night,naɪt,n.,n. 夜；夜间,,,
night-club,naɪt-klʌb,n.,n. 夜总会【连字符】,,,
nine,naɪn,num.,num. 九,,,
nineteen,naɪn'tiːn; 'naɪntiːn,num.,num. 十九,,,
ninety,'naɪntɪ,num.,num. 九十,,,
ninth,'naɪnθ,num.,num. 第九,,,
no,nəʊ,ad.,"ad. 不,不是 a.没有,无,不",,,
number,'nʌmbə,n.,n.数字;号码,,,
noble,'nəʊb(ə)l,a.,a. 高贵的，贵族的,,,
nobody,'nəʊbədɪ,n.,n. 渺小人物 pron. 没有人，谁也不,,,
nod,nɒd,vi.,vi. 点头,,,
noise,nɔɪz,n.,n. 声音，噪声，喧闹声,,,
noisily,ˈnɔɪzɪlɪ,ad.,ad. 喧闹地,,,
noisy,ˈnɔɪzɪ,a.,a. 喧闹的，嘈杂的,,,
none,nʌn,pron.,"pron.无任何东西, 无一人",,,
non-stop,ˌnɒn'stɒp,a.,"a.& ad.不停的,不断地【连字符】",,,
non-violent,nɔn-ˈvaɪələnt,a.,a. 非暴力的【连字符】,,,
noodle,'nuːd(ə)l,n.,n. 面条,,,
noon,nuːn,n.,n. 中午，正午,,,
nor,nɔː; nə,conj.,conj. 也不,,,
normal,'nɔːm(ə)l,n.,n.& a. 正常的（状态）,,,
north,nɔːθ,a.,"a.北的;朝北的;从北来的 ad.向（在,从）北方 n.北;北方;北部",,,
northeast,",nɔ:θ'i:st",n.,n. 东北（部）,,,
northern,'nɔːð(ə)n,a.,a. 北方的，北部的,,,
northwards,'nɔːθwədz,ad.,ad. 向北,,,
northwest,",nɔ:θ'west",n.,n. 西北,,,
nose,nəʊz,n.,n. 鼻,,,
not,nɒt,ad.,ad. 不，没,,,
note,nəʊt,n.,n. 便条，笔记，注释；钞票，纸币；音符，音调 vt. 记下，记录；注意，留意,,,
notebook,'nəʊtbʊk,n.,n. 笔记簿,,,
nothing,'nʌθɪŋ,n.,"n. 没有东西,没有什么 adv.一点也不；并不",,,
notice,'nəʊtɪs,n.,n. 布告，通告；注意 vt. 注意，注意到,,,
novel,'nɒv(ə)l,n.,n. （长篇）小说,,,
novelist,'nɒv(ə)lɪst,n.,n. 小说家,,,
November,nə(ʊ)'vembə,n.,n. 11月,,,
now,naʊ,ad.,ad. 现在,,,
nowadays,'naʊədeɪz,ad.,ad. 当今，现在,,,
nowhere,'nəʊhweə,ad.,"ad.任何地方都不,无处",,,
nuclear,'njuːklɪə,a.,a. 原子核的，原子能的，核动力的,,,
numb,nʌm,a.,a. 麻木的，失去知觉的，迟钝的,,,
nurse,nɜːs,n.,n. 护士；保育员,,,
nursery,'nɜːs(ə)rɪ,n.,n. 托儿所,,,
nursing,'nɜːsɪŋ,n.,"n.(职业性的）保育,护理",,,
nut,nʌt,n.,"n.坚果,果仁(胡桃,栗子等)",,,
nutrition,nu'trɪʃn,n.,n. 营养，滋养,,,
nylon,'naɪlɒn,n.,n. 尼龙,,,
obey,ə(ʊ)'beɪ,v.,v. 服从，顺从，听从,,,
object,'ɔbdʒikt,n.,n. 物，物体；宾语,,,
observe,əb'zɜːrv,v.,v. 观察，监视，观测,,,
obtain,əb'teɪn,vt.,vt. 获得；得到,,,
obvious,'ɒbvɪəs,a.,a. 显然,,,
occupation,ɒkjʊ'peɪʃ(ə)n,n.,n. 职业，工作,,,
occur,ə'kɜːr,vi.,vi. 发生,,,
ocean,'əʊʃ(ə)n,n.,n. 海洋,,,
Oceania,",əʊsɪ'ɑːnɪə; -ʃɪ-",n.,n. 大洋洲,,,
o'clock,əˈklɔk,n.,n. 点钟,,,
October,ɒk'təʊbə,n.,n. 10月,,,
of,ɒv; (ə)v,prep.,"prep.(表所属,数量,) ….的",,,
off,ɒf,prep.,"prep. 离开,脱离,（走）开",,,
offence,ə'fens,n.,n. 违法行为，犯罪,,,
offer,'ɒfə,n.,n.& vt. 提供；建议,,,
office,'ɒfɪs,n.,n. 办公室,,,
officer,'ɒfɪsə,n.,"n. 军官;公务员,官员；警察，警官",,,
official,ə'fɪʃ(ə)l,n.,"n.（公司、团体或政府）官员 ,高级职员 a.官方,政府的",,,
offshore,'ɒfʃɔː; ɒf'ʃɔː,a.,a. 近海的,,,
often,'ɒf(tə)n,ad.,ad. 经常，常常,,,
oh,əʊ,int.,int. 哦！啊！,,,
oil,ɒɪl,n.,n. 油,,,
oilfield,ˈɔɪlfiːld,n.,n.油田,,,
OK,əʊˈkeɪ,ad.,"ad. （口语）好,对,不错",,,
old,əʊld,a.,a. 老的，旧的,,,
Olympic,əˈlɪmpɪk,a.,a. & n. 奥林匹克,,,
Olympic Games,əˈlɪmpɪk ɡeɪms,n.,n. 奥运会,,,
omelette,'ɒmlɪt,n.,n. 煎蛋卷；煎蛋饼,,,
on,ɒn,prep.,prep. 在…上（时），关于 ad. （穿，放…）上；接通；进行下  去；（电灯）开,,,
once,wʌns,n.,"n.& ad. 一次,一度,从前 conj. 一旦",,,
one,wʌn,pron.,pron. 一（个，只…）(pl. ones) num. 一,,,
oneself,wʌn'self,pron.,pron. 自己；自身,,,
onion,'ʌnjən,n.,n. 洋葱；洋葱头,,,
only,'əʊnlɪ,a.,a. 惟一的，仅有的 ad. 仅仅，只，才,,,
onto,'ɒntuː,prep.,prep. 到…的上面,,,
open,'əʊp(ə)n,a.,"a.开着的,开的 vt.开,打开",,,
opener,'əʊp(ə)nə,n.,n. 开具，启子,,,
opening,'əʊp(ə)nɪŋ,n.,n. 开放，口子,,,
opera,'ɒp(ə)rə,n.,n. 歌剧,,,
opera house,ˈɔpərə haʊs,n.,"n.歌剧院,艺术剧院",,,
operate,'ɑːpəreɪt,v.,"v. 做手术，运转；实施，负责, 经营，管理",,,
operation,ɒpə'reɪʃ(ə)n,n.,n. 手术，操作,,,
operator,'ɒpəreɪtə,n.,n. 接线员,,,
opinion,ə'pɪnjən,n.,n. 看法，见解,,,
oppose,ə'pouz,vt.,vt. 反对；反抗,,,
opposite,'ɒpəzɪt; -sɪt,n.,n. 相反，对面 a. 相反的，对面的,,,
optimistic,ˌɑːptɪ'mɪstɪk,a.,a. 乐观的,,,
optional,'ɑːpʃənl,a.,a. 可选择的，选修的,,,
or,ɔː,conj.,conj. 或；就是；否则,,,
oral,'ɔːrəl,a.,a. 口述的，口头上的,,,
orange,'ɒrɪn(d)ʒ,n.,n. 橘子，橙子，橘汁 a. 橘色的，橙色的,,,
orbit,'ɔːrbɪt,n.,n.（天体等的）运行轨道,,,
order,'ɔːdə,n.,n. 顺序,,,
ordinary,'ɔːdɪn(ə)rɪ; -d(ə)n-,a.,a. 普通的，平常的,,,
organ,'ɔːg(ə)n,n.,n. （人，动物）器官,,,
organise,'ɔːɡənaɪz,vt.,vt. 组织【英】,,,
organize,ˈɔ:gənaɪz,vt.,vt. 组织【美】,,,
organiser,ˈɔ:gənaizə,n.,n. 组织者,,,
organization,ˌɔːɡənaɪ'zeɪʃn,n.,n. 组织，机构,,,
origin,'ɔːrɪdʒɪn,n.,n. 起源，由来,,,
other,'ʌðə,pron.,"pron. 别人，别的东西 a. 别的,另外的",,,
otherwise,'ʌðərwaɪz,ad.,"ad.要不然,否则,另样",,,
Ottawa,'ɒtəwə,n.,n. 渥太华,,,
ouch,aʊtʃ,,int（突然受痛时叫声）哎哟,,,
ought,ɔːt,v.,v.& aux.应该，应当,,,
our,aʊə,pron.,pron.我们的,,,
ours,aʊəz,pron.,pron.我们的,,,
ourselves,aʊə'selvz,pron.,pron. 我们自己,,,
out,aʊt,ad.,"ad. 出外;在外,向外;熄",,,
outcome,'autkʌm,n.,n. 结果，效果,,,
outdoors,aʊt'dɔːz,ad.,"ad. 在户外, 在野外",,,
outer,'aʊtə,a.,a. 外部的，外面的,,,
outgoing,'aʊtgəʊɪŋ,a.,"a. 爱交际的,外向的",,,
outing,'aʊtɪŋ,n.,n. 郊游，远足,,,
outline,'autlaɪn,n.,n. 概述，略述,,,
output,'autput,n.,n. 产量，输出量,,,
outside,aʊt'saɪd; 'aʊtsaɪd,n.,n. 外面 ad. 在外面；向外面 prep. 在…外面,,,
outspoken,aut'spoukən,a.,a. 直率，坦诚,,,
outstanding,aut'stændɪŋ,a.,a. 优秀的，杰出的,,,
outward,'aʊtwəd,ad.,ad. 向外的，外出的,,,
oval,'ouvl,n.,n.& adj.椭圆；椭圆形的,,,
over,'əʊvə,prep.,"prep. 在…上方,越过,遍及 ad. 翻倒,遍布,越过,结束",,,
overcoat,'əʊvəkəʊt,n.,n. 大衣,,,
overcome,ˌouvər'kʌm,v.,v. 克服，解决,,,
overhead,əʊvə'hed,a.,a.在头顶上;架空的,,,
overlook,ˌouvər'luk,v.,"v. 忽略,不予理会",,,
overweight,əuvə'weit,a.,"a. 太胖的,超重的",,,
owe,əʊ,vt.,vt. 欠（债等）,,,
own,əʊn,a.,"a. 自己的 v. 拥有,所有",,,
owner,'əʊnə,n.,n. 物主，所有人,,,
ownership,'əʊnəʃɪp,n.,n. 所有制,,,
ox oxen,ɔks,n.,n. 牛；公牛【单数 复数】,,,
oxygen,'ɑːksɪdʒən,n.,n. 氧；氧气,,,
pace,peɪs,n.,n. 步子；节奏,,,
Pacific,pəˈsɪfɪk,a.,a. 太平洋的,,,
the Pacific Ocean,ðə pəˈsɪfɪkˈəʊʃ(ə)n,,太平洋,,,
pack,pæk,n.,"n. 包,捆;（猎犬、野兽的）一群 v.(为运输或储存而)打包",,,
package,'pækɪdʒ,n.,n. （尤指包装好或密封的容器）一包，一袋，一盒,,,
packet,'pækɪt,n.,n. 小包裹，袋,,,
paddle,'pædl,n.,n. 桨状物，蹼,,,
page,peɪdʒ,n.,n. 页，页码,,,
pain,peɪn,n.,n. 疼痛，疼,,,
painful,'peɪnfʊl; -f(ə)l,a.,a. 使痛的，使痛苦的,,,
paint,peɪnt,n.,"n.油漆 vt.油漆,粉刷,绘画",,,
painter,'peɪntə,n.,"n. 绘画者,（油）画家",,,
painting,'peɪntɪŋ,n.,n. 油画，水彩画,,,
pair,peə,n.,n. 一双，一对,,,
palace,'pælɪs,n.,n. 宫，宫殿,,,
pale,peɪl,a.,a. 苍白的，灰白的,,,
pan,pæn,n.,n. 平底锅,,,
pancake,'pænkeɪk,n.,n. 薄煎饼,,,
panda,'pændə,n.,n. 熊猫,,,
panic,'pænɪk,a.,"a./ v.惊慌,恐慌,惶恐不安",,,
paper,'peɪpə,n.,n. 纸；报纸,,,
paperwork,'peɪpəwɜːk,n.,n. 日常文书工作,,,
paragraph,'pærəgrɑːf,n.,n. （文章的）段落,,,
parallel,'pærəlel,n.,"n. 极其相似的人,纬线",,,
parcel,'pɑːs(ə)l,n.,n. 包裹,,,
pardon,ˈpɑːdn,n.,"n. 原谅,宽恕,对不起",,,
parent,'peər(ə)nt,n.,n. 父(母)，双亲,,,
Paris,'pærɪs,n.,n. 巴黎,,,
park,pɑːk,n.,n. 公园,,,
parking,'pɑːrkɪŋ,n.,n. 停车,,,
parrot,'pærət,n.,n. 鹦鹉,,,
part,pɑːt,n.,n. 部分；成分；角色；部件；零件 a. 局部的；部分的 v. 分离；分开；分割,,,
participate,pɑːr'tɪsɪpeɪt,v.,v. 参加，参与,,,
particular,pər'tɪkjələr,a.,a. 特殊的，个别的,,,
partly,'pɑːtlɪ,ad.,"ad.部分地,在一定程度上",,,
partner,'pɑːtnə,n.,n. 搭档，合作者,,,
part-time,",pɑ:t'taɪm",a.,a.& ad. 兼职的； 部分时间的（地）【连字符】,,,
party,'pɑːtɪ,n.,n. 聚会，晚会；党派,,,
pass,pɑːs,vt.,vt. 传，递；经过；通过,,,
passage,'pæsɪdʒ,n.,n. （文章等的）一节，一段；通道；走廊,,,
